storm,year,month,fips,TotalResLoss,BuildingLoss
Ida,2021,Aug,22095,221184213,159507000
Ida,2021,Aug,22097,0,0
Ida,2021,Aug,22099,810994,616000
Ida,2021,Aug,22101,11871702,9561000
Ida,2021,Aug,22103,144318632,98486000
Ida,2021,Aug,22105,197914125,135634000
Ida,2021,Aug,22107,0,0
Ida,2021,Aug,22109,2121619939,1354499000
Ida,2021,Aug,22111,0,0
Ida,2021,Aug,22113,0,0
Ida,2021,Aug,22115,0,0
Ida,2021,Aug,22117,10148969,6881000
Ida,2021,Aug,22119,0,0
Ida,2021,Aug,22121,3261000,2799000
Ida,2021,Aug,22123,0,0
Ida,2021,Aug,22125,983000,597000
Ida,2021,Aug,22127,0,0
