OID_,COUNTYFP_2020,ALAND_2020,AWATER_2020,TOTALPOP_2020,AUND1_2020,A1TO4_2020,A5TO17_2020,A18TO24_2020,AUND25_2020,A25OV_2020,A25TO64_2020,A65TO79_2020,A80OV_2020,WOMCHILD_2020,WHITE_2020,BLACK_2020,ASIAN_2020,HAWPI_2020,OTHER_2020,TWOMORE_2020,NHISP_2020,HISP_2020,NHISPWHITE_2020,NHISPBLACK_2020,HOUSEHOLD_2020,HHPOP_2020,FEMW18CHIL_2020,HHUNIT_2020,OCC_2020,OWN_2020,VACANT_2020,HU1P_2020,STATEFP20,Shape_Length,Shape_Area,FIPSTCO,SVI_2020,SVI_2010,SVI_2000,TP1990L05,TP1990L10,TP1990O10,TP2000L05,TP2000L10,TP2000O10,TP2010L05,TP2010L10,TP2010O10,TP2020L05,TP2020L10,TP2020O10,INLECZ
221,441,2371228265.000000000000000,9760311.000000000000000,143208.000000000000000,1926.000000000000000,7675.000000000000000,25147.000000000000000,17597.000000000000000,52240.000000000000000,82286.000000000000000,68820.000000000000000,42577.000000000000000,5583.000000000000000,34156.000000000000000,99225.000000000000000,11771.000000000000000,2924.000000000000000,189.000000000000000,10662.000000000000000,17175.000000000000000,108452.000000000000000,34756.000000000000000,87316.000000000000000,10980.000000000000000,54489.000000000000000,137295.000000000000000,34156.000000000000000,60817.000000000000000,60817.000000000000000,54489.000000000000000,6328.000000000000000,15210.000000000000000,48,1.917317627067078,0.227974859878778,48441,0.332610511684226,0.321429216938469,0.433193150440240,0,0,0,0,0,0,0,0,0,0,0,0,0
222,443,6107081791.000000000000000,259482.000000000000000,760.000000000000000,6.000000000000000,32.000000000000000,108.000000000000000,38.000000000000000,182.000000000000000,494.000000000000000,367.000000000000000,256.000000000000000,59.000000000000000,114.000000000000000,480.000000000000000,8.000000000000000,5.000000000000000,0.000000000000000,153.000000000000000,114.000000000000000,390.000000000000000,370.000000000000000,352.000000000000000,8.000000000000000,348.000000000000000,760.000000000000000,114.000000000000000,650.000000000000000,650.000000000000000,348.000000000000000,302.000000000000000,108.000000000000000,48,3.858330398157489,0.572287457382668,48443,0.326099991798401,0.543224333124830,0.780017434408617,0,0,0,0,0,0,0,0,0,0,0,0,0
223,445,2302083290.000000000000000,5443860.000000000000000,11831.000000000000000,178.000000000000000,685.000000000000000,2412.000000000000000,1007.000000000000000,4256.000000000000000,6901.000000000000000,5755.000000000000000,3336.000000000000000,419.000000000000000,2382.000000000000000,6930.000000000000000,454.000000000000000,40.000000000000000,0.000000000000000,1750.000000000000000,2581.000000000000000,5262.000000000000000,6569.000000000000000,4599.000000000000000,389.000000000000000,4010.000000000000000,11109.000000000000000,2382.000000000000000,4789.000000000000000,4789.000000000000000,4010.000000000000000,779.000000000000000,1019.000000000000000,48,1.898077017274483,0.223073061971081,48445,0.631207279065997,0.842762601360790,0.639092745116124,0,0,0,0,0,0,0,0,0,0,0,0,0
224,447,2363499444.000000000000000,7586186.000000000000000,1440.000000000000000,10.000000000000000,71.000000000000000,233.000000000000000,70.000000000000000,382.000000000000000,890.000000000000000,654.000000000000000,442.000000000000000,145.000000000000000,229.000000000000000,1294.000000000000000,2.000000000000000,3.000000000000000,0.000000000000000,32.000000000000000,104.000000000000000,1295.000000000000000,145.000000000000000,1248.000000000000000,1.000000000000000,647.000000000000000,1440.000000000000000,229.000000000000000,964.000000000000000,964.000000000000000,647.000000000000000,317.000000000000000,174.000000000000000,48,1.921627387598539,0.229226775592405,48447,0.541100025177002,0.614199995994568,0.524999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0
225,449,1051700249.000000000000000,50711188.000000000000000,31247.000000000000000,394.000000000000000,1807.000000000000000,6411.000000000000000,2978.000000000000000,11570.000000000000000,17884.000000000000000,14894.000000000000000,9469.000000000000000,1039.000000000000000,7081.000000000000000,16188.000000000000000,2992.000000000000000,278.000000000000000,9.000000000000000,6421.000000000000000,4982.000000000000000,17567.000000000000000,13680.000000000000000,13410.000000000000000,2884.000000000000000,10845.000000000000000,31007.000000000000000,7081.000000000000000,12013.000000000000000,12013.000000000000000,10845.000000000000000,1168.000000000000000,2461.000000000000000,48,1.968238545642367,0.106623229179758,48449,0.724397324676464,0.631984391843480,0.588174056742618,0,0,0,0,0,0,0,0,0,0,0,0,0
226,451,3941965406.000000000000000,48077315.000000000000000,120003.000000000000000,1471.000000000000000,6037.000000000000000,20802.000000000000000,13405.000000000000000,41653.000000000000000,70731.000000000000000,58175.000000000000000,36478.000000000000000,5043.000000000000000,27344.000000000000000,78548.000000000000000,4544.000000000000000,1801.000000000000000,175.000000000000000,12546.000000000000000,21339.000000000000000,72937.000000000000000,47066.000000000000000,62390.000000000000000,4010.000000000000000,46683.000000000000000,116502.000000000000000,27344.000000000000000,51406.000000000000000,51406.000000000000000,46683.000000000000000,4723.000000000000000,13439.000000000000000,48,3.512137238190458,0.378412240749095,48451,0.452200869003595,0.475771762002567,0.452773496875985,0,0,0,0,0,0,0,0,0,0,0,0,0
227,453,2574584400.000000000000000,80222169.000000000000000,1290188.000000000000000,14910.000000000000000,58597.000000000000000,200674.000000000000000,141283.000000000000000,414981.000000000000000,828413.000000000000000,742594.000000000000000,412845.000000000000000,25445.000000000000000,357194.000000000000000,709447.000000000000000,101267.000000000000000,101038.000000000000000,1019.000000000000000,154399.000000000000000,210555.000000000000000,869078.000000000000000,421110.000000000000000,612824.000000000000000,96270.000000000000000,520981.000000000000000,1256828.000000000000000,357194.000000000000000,562488.000000000000000,562488.000000000000000,520981.000000000000000,41507.000000000000000,163524.000000000000000,48,2.465351853849274,0.249038791948671,48453,0.399873656280360,0.376769613395737,0.338561716477070,0,0,0,0,0,0,0,0,0,0,0,0,0
228,455,1796920726.000000000000000,52260791.000000000000000,13602.000000000000000,127.000000000000000,533.000000000000000,1982.000000000000000,829.000000000000000,3449.000000000000000,8839.000000000000000,6434.000000000000000,4773.000000000000000,787.000000000000000,2326.000000000000000,10833.000000000000000,1092.000000000000000,34.000000000000000,5.000000000000000,558.000000000000000,1026.000000000000000,12288.000000000000000,1314.000000000000000,10533.000000000000000,1086.000000000000000,5847.000000000000000,13491.000000000000000,2326.000000000000000,8173.000000000000000,8173.000000000000000,5847.000000000000000,2326.000000000000000,1857.000000000000000,48,2.238382907306096,0.174800736660314,48455,0.648957337883356,0.683597865984212,0.696134680740648,0,0,0,0,0,0,0,0,0,0,0,0,0
229,457,2394158684.000000000000000,29093511.000000000000000,19798.000000000000000,160.000000000000000,683.000000000000000,2981.000000000000000,1397.000000000000000,5220.000000000000000,12911.000000000000000,9912.000000000000000,6067.000000000000000,1016.000000000000000,3124.000000000000000,15621.000000000000000,2059.000000000000000,100.000000000000000,3.000000000000000,938.000000000000000,957.000000000000000,18278.000000000000000,1520.000000000000000,15302.000000000000000,2040.000000000000000,7362.000000000000000,17772.000000000000000,3124.000000000000000,9406.000000000000000,9406.000000000000000,7362.000000000000000,2044.000000000000000,2114.000000000000000,48,2.657355394580695,0.228322574582899,48457,0.636786931857981,0.693347236906274,0.569282602403583,0,0,0,0,0,0,0,0,0,0,0,0,0
230,459,1509910834.000000000000000,24878112.000000000000000,40892.000000000000000,430.000000000000000,1843.000000000000000,7783.000000000000000,2970.000000000000000,13008.000000000000000,25118.000000000000000,20330.000000000000000,13310.000000000000000,1556.000000000000000,8372.000000000000000,32238.000000000000000,2958.000000000000000,177.000000000000000,13.000000000000000,1816.000000000000000,3350.000000000000000,36906.000000000000000,3986.000000000000000,31287.000000000000000,2908.000000000000000,15374.000000000000000,40438.000000000000000,8372.000000000000000,17347.000000000000000,17347.000000000000000,15374.000000000000000,1973.000000000000000,3702.000000000000000,48,1.819794903346341,0.147651900562733,48459,0.585793695821612,0.600806914714046,0.573530278861894,0,0,0,0,0,0,0,0,0,0,0,0,0
231,461,3215010598.000000000000000,464309.000000000000000,3308.000000000000000,56.000000000000000,202.000000000000000,632.000000000000000,226.000000000000000,1096.000000000000000,2009.000000000000000,1673.000000000000000,1028.000000000000000,124.000000000000000,643.000000000000000,1849.000000000000000,74.000000000000000,5.000000000000000,0.000000000000000,380.000000000000000,987.000000000000000,1511.000000000000000,1797.000000000000000,1318.000000000000000,59.000000000000000,1222.000000000000000,3244.000000000000000,643.000000000000000,1523.000000000000000,1523.000000000000000,1222.000000000000000,301.000000000000000,306.000000000000000,48,2.204815554243499,0.304839263211188,48461,0.613657750090599,0.465747055110457,0.819989485765714,0,0,0,0,0,0,0,0,0,0,0,0,0
232,463,4019455745.000000000000000,17385901.000000000000000,24564.000000000000000,321.000000000000000,1232.000000000000000,4534.000000000000000,2629.000000000000000,8713.000000000000000,14076.000000000000000,11374.000000000000000,7349.000000000000000,1095.000000000000000,5282.000000000000000,12584.000000000000000,159.000000000000000,162.000000000000000,8.000000000000000,4012.000000000000000,7506.000000000000000,7247.000000000000000,17317.000000000000000,6613.000000000000000,107.000000000000000,8624.000000000000000,23699.000000000000000,5282.000000000000000,10034.000000000000000,10034.000000000000000,8624.000000000000000,1410.000000000000000,2026.000000000000000,48,2.471581091117503,0.375070315385619,48463,0.776328068420006,0.850027146437830,0.813371698692480,0,0,0,0,0,0,0,0,0,0,0,0,0
233,465,8144863966.000000000000000,227711025.000000000000000,47586.000000000000000,674.000000000000000,2598.000000000000000,9411.000000000000000,5084.000000000000000,17699.000000000000000,27024.000000000000000,22527.000000000000000,13844.000000000000000,1769.000000000000000,10488.000000000000000,21218.000000000000000,665.000000000000000,379.000000000000000,47.000000000000000,8323.000000000000000,16617.000000000000000,9379.000000000000000,38207.000000000000000,7836.000000000000000,538.000000000000000,15796.000000000000000,45637.000000000000000,10488.000000000000000,18455.000000000000000,18455.000000000000000,15796.000000000000000,2659.000000000000000,3526.000000000000000,48,4.420933857463337,0.781978258480219,48465,0.494496569947432,0.587185267656843,0.756286361070736,0,0,0,0,0,0,0,0,0,0,0,0,0
234,467,2182250335.000000000000000,44149754.000000000000000,59541.000000000000000,629.000000000000000,2701.000000000000000,10345.000000000000000,4403.000000000000000,17974.000000000000000,36950.000000000000000,28953.000000000000000,19449.000000000000000,2828.000000000000000,11666.000000000000000,49904.000000000000000,1542.000000000000000,275.000000000000000,30.000000000000000,2542.000000000000000,4775.000000000000000,52470.000000000000000,7071.000000000000000,47986.000000000000000,1517.000000000000000,22815.000000000000000,58957.000000000000000,11666.000000000000000,25537.000000000000000,25537.000000000000000,22815.000000000000000,2722.000000000000000,5735.000000000000000,48,2.423075651563777,0.213782405377560,48467,0.493231711764865,0.618328147890832,0.579260536037500,0,0,0,0,0,0,0,0,0,0,0,0,0
235,469,2284644884.000000000000000,17425944.000000000000000,91319.000000000000000,1152.000000000000000,4575.000000000000000,16845.000000000000000,8149.000000000000000,30665.000000000000000,54585.000000000000000,44811.000000000000000,28419.000000000000000,3776.000000000000000,20038.000000000000000,53085.000000000000000,5729.000000000000000,1431.000000000000000,43.000000000000000,11832.000000000000000,18473.000000000000000,48388.000000000000000,42931.000000000000000,39330.000000000000000,5230.000000000000000,34451.000000000000000,90102.000000000000000,20038.000000000000000,38958.000000000000000,38958.000000000000000,34451.000000000000000,4507.000000000000000,8854.000000000000000,48,2.775683379619942,0.212751800739418,48469,0.520607040220409,0.414182575077277,0.494693495457493,0,219,74142,0,161,83927,0,192,86601,0,240,91079,1
236,471,2031126325.000000000000000,44745757.000000000000000,76400.000000000000000,667.000000000000000,2462.000000000000000,8451.000000000000000,14148.000000000000000,25705.000000000000000,46963.000000000000000,39943.000000000000000,17772.000000000000000,2272.000000000000000,16686.000000000000000,42800.000000000000000,16638.000000000000000,1148.000000000000000,42.000000000000000,10116.000000000000000,5188.000000000000000,59822.000000000000000,16578.000000000000000,39823.000000000000000,16382.000000000000000,24568.000000000000000,57496.000000000000000,16686.000000000000000,28632.000000000000000,28632.000000000000000,24568.000000000000000,4064.000000000000000,7849.000000000000000,48,2.154888687542709,0.195527614549833,48471,0.526176259560771,0.629049750627968,0.608559371213548,0,0,0,0,0,0,0,0,0,0,0,0,0
237,473,1329431564.000000000000000,11827973.000000000000000,56794.000000000000000,664.000000000000000,2747.000000000000000,10198.000000000000000,10065.000000000000000,23660.000000000000000,30720.000000000000000,25816.000000000000000,15961.000000000000000,1281.000000000000000,15258.000000000000000,26479.000000000000000,12256.000000000000000,809.000000000000000,20.000000000000000,9276.000000000000000,7320.000000000000000,38308.000000000000000,18486.000000000000000,23494.000000000000000,12104.000000000000000,17298.000000000000000,50516.000000000000000,15258.000000000000000,19522.000000000000000,19522.000000000000000,17298.000000000000000,2224.000000000000000,3358.000000000000000,48,2.467145927422754,0.125415106105332,48473,0.644987040028281,0.713148851466902,0.790369696147514,0,0,0,0,0,0,0,0,0,0,0,0,0
238,475,2164201061.000000000000000,624206.000000000000000,11644.000000000000000,172.000000000000000,662.000000000000000,2365.000000000000000,910.000000000000000,4068.000000000000000,6942.000000000000000,5955.000000000000000,3436.000000000000000,425.000000000000000,2534.000000000000000,6567.000000000000000,482.000000000000000,69.000000000000000,2.000000000000000,2100.000000000000000,2302.000000000000000,5319.000000000000000,6325.000000000000000,4506.000000000000000,415.000000000000000,4221.000000000000000,11521.000000000000000,2534.000000000000000,5139.000000000000000,5139.000000000000000,4221.000000000000000,918.000000000000000,1049.000000000000000,48,2.962305464997618,0.205535356276035,48475,0.693670372709039,0.669434528928422,0.912977530989529,0,0,0,0,0,0,0,0,0,0,0,0,0
239,477,1564855485.000000000000000,45471320.000000000000000,35805.000000000000000,387.000000000000000,1495.000000000000000,5697.000000000000000,3910.000000000000000,11454.000000000000000,21236.000000000000000,16263.000000000000000,11077.000000000000000,2083.000000000000000,7069.000000000000000,23299.000000000000000,5626.000000000000000,564.000000000000000,18.000000000000000,2238.000000000000000,3906.000000000000000,29380.000000000000000,6425.000000000000000,22023.000000000000000,5555.000000000000000,13906.000000000000000,33791.000000000000000,7069.000000000000000,16838.000000000000000,16838.000000000000000,13906.000000000000000,2932.000000000000000,4040.000000000000000,48,2.600102892419997,0.150878658559352,48477,0.504157238127451,0.446427607962063,0.551692641358220,0,0,0,0,0,0,0,0,0,0,0,0,0
240,479,8706187279.000000000000000,36554555.000000000000000,267114.000000000000000,3813.000000000000000,15636.000000000000000,61393.000000000000000,31460.000000000000000,112120.000000000000000,144300.000000000000000,127322.000000000000000,75814.000000000000000,6207.000000000000000,67484.000000000000000,102723.000000000000000,1166.000000000000000,1405.000000000000000,53.000000000000000,52683.000000000000000,107433.000000000000000,12760.000000000000000,254354.000000000000000,9495.000000000000000,788.000000000000000,78282.000000000000000,263165.000000000000000,67484.000000000000000,84763.000000000000000,84763.000000000000000,78282.000000000000000,6481.000000000000000,12655.000000000000000,48,4.759407552680726,0.800334006926462,48479,0.742886552935331,0.847156630679139,0.780959075339066,0,0,0,0,0,0,0,0,0,0,0,0,0
241,481,2813095080.000000000000000,21310003.000000000000000,41570.000000000000000,504.000000000000000,2064.000000000000000,7721.000000000000000,3581.000000000000000,13837.000000000000000,24885.000000000000000,20091.000000000000000,13018.000000000000000,1826.000000000000000,8641.000000000000000,22903.000000000000000,5676.000000000000000,193.000000000000000,1.000000000000000,6121.000000000000000,6382.000000000000000,24603.000000000000000,16967.000000000000000,18130.000000000000000,5469.000000000000000,15446.000000000000000,41009.000000000000000,8641.000000000000000,17296.000000000000000,17296.000000000000000,15446.000000000000000,1850.000000000000000,3901.000000000000000,48,2.489838895274188,0.263148807540890,48481,0.796478652859616,0.578735015666312,0.676920739410732,0,0,0,0,0,0,0,0,0,0,0,0,0
242,483,2368629232.000000000000000,2455912.000000000000000,4990.000000000000000,51.000000000000000,260.000000000000000,919.000000000000000,295.000000000000000,1512.000000000000000,3060.000000000000000,2389.000000000000000,1611.000000000000000,244.000000000000000,950.000000000000000,3748.000000000000000,86.000000000000000,27.000000000000000,2.000000000000000,518.000000000000000,552.000000000000000,3763.000000000000000,1227.000000000000000,3469.000000000000000,81.000000000000000,2001.000000000000000,4916.000000000000000,950.000000000000000,2598.000000000000000,2598.000000000000000,2001.000000000000000,597.000000000000000,523.000000000000000,48,1.952190779924088,0.235261485573848,48483,0.806499976730911,0.510125150562390,0.581615390421371,0,0,0,0,0,0,0,0,0,0,0,0,0
243,485,1625459967.000000000000000,13644166.000000000000000,129350.000000000000000,1585.000000000000000,6120.000000000000000,21082.000000000000000,16285.000000000000000,44943.000000000000000,76388.000000000000000,63660.000000000000000,38108.000000000000000,5160.000000000000000,28248.000000000000000,86718.000000000000000,13887.000000000000000,2747.000000000000000,181.000000000000000,10439.000000000000000,13935.000000000000000,103547.000000000000000,25803.000000000000000,79694.000000000000000,13379.000000000000000,49007.000000000000000,118222.000000000000000,28248.000000000000000,55519.000000000000000,55519.000000000000000,49007.000000000000000,6512.000000000000000,15083.000000000000000,48,1.853903123991036,0.159929113001956,48485,0.404157436749060,0.276161485113985,0.301245311757250,0,0,0,0,0,0,0,0,0,0,0,0,0
244,487,2514738098.000000000000000,18202665.000000000000000,12887.000000000000000,160.000000000000000,563.000000000000000,2278.000000000000000,1178.000000000000000,4144.000000000000000,7867.000000000000000,6376.000000000000000,4084.000000000000000,550.000000000000000,2738.000000000000000,8092.000000000000000,1062.000000000000000,571.000000000000000,0.000000000000000,1635.000000000000000,1350.000000000000000,9153.000000000000000,3734.000000000000000,7012.000000000000000,1013.000000000000000,4944.000000000000000,12050.000000000000000,2738.000000000000000,5836.000000000000000,5836.000000000000000,4944.000000000000000,892.000000000000000,1545.000000000000000,48,2.493415781830627,0.247407557646637,48487,0.681476065087165,0.613276709932973,0.455217881915496,0,0,0,0,0,0,0,0,0,0,0,0,0
245,489,1529652214.000000000000000,502884780.000000000000000,20164.000000000000000,229.000000000000000,893.000000000000000,3579.000000000000000,2207.000000000000000,6887.000000000000000,12099.000000000000000,10087.000000000000000,5624.000000000000000,765.000000000000000,4133.000000000000000,8743.000000000000000,497.000000000000000,165.000000000000000,2.000000000000000,4410.000000000000000,6198.000000000000000,2553.000000000000000,17611.000000000000000,1805.000000000000000,445.000000000000000,5714.000000000000000,17569.000000000000000,4133.000000000000000,6770.000000000000000,6770.000000000000000,5714.000000000000000,1056.000000000000000,1179.000000000000000,48,2.228133929009487,0.183983439064970,48489,0.882529707093572,0.797029240784191,0.829019498325221,145,1767,15938,131,1941,18141,71,1610,20524,127,1755,18409,1
246,491,2889993451.000000000000000,41571180.000000000000000,609017.000000000000000,7499.000000000000000,31053.000000000000000,118233.000000000000000,48794.000000000000000,204766.000000000000000,374292.000000000000000,325334.000000000000000,194041.000000000000000,15747.000000000000000,150447.000000000000000,373264.000000000000000,40732.000000000000000,54628.000000000000000,735.000000000000000,43953.000000000000000,91117.000000000000000,461929.000000000000000,147088.000000000000000,336410.000000000000000,38557.000000000000000,224506.000000000000000,604541.000000000000000,150447.000000000000000,237680.000000000000000,237680.000000000000000,224506.000000000000000,13174.000000000000000,50338.000000000000000,48,2.483395897211395,0.275869161716484,48491,0.445538752325989,0.434888744200224,0.328052659050891,0,0,0,0,0,0,0,0,0,0,0,0,0
247,493,2081662650.000000000000000,12111507.000000000000000,49753.000000000000000,537.000000000000000,2236.000000000000000,9263.000000000000000,3811.000000000000000,15793.000000000000000,31101.000000000000000,25400.000000000000000,16240.000000000000000,1681.000000000000000,10320.000000000000000,34471.000000000000000,776.000000000000000,254.000000000000000,33.000000000000000,4392.000000000000000,9354.000000000000000,30521.000000000000000,19232.000000000000000,27877.000000000000000,693.000000000000000,17419.000000000000000,49314.000000000000000,10320.000000000000000,18983.000000000000000,18983.000000000000000,17419.000000000000000,1564.000000000000000,3152.000000000000000,48,1.923248637968893,0.194194680095820,48493,0.615061525601142,0.512588531905415,0.582126844990685,0,0,0,0,0,0,0,0,0,0,0,0,0
248,495,2178876165.000000000000000,19838.000000000000000,7791.000000000000000,108.000000000000000,440.000000000000000,1654.000000000000000,683.000000000000000,2872.000000000000000,4580.000000000000000,3948.000000000000000,2252.000000000000000,198.000000000000000,1647.000000000000000,4046.000000000000000,163.000000000000000,85.000000000000000,1.000000000000000,1801.000000000000000,1560.000000000000000,3059.000000000000000,4732.000000000000000,2702.000000000000000,139.000000000000000,2687.000000000000000,7613.000000000000000,1647.000000000000000,3218.000000000000000,3218.000000000000000,2687.000000000000000,531.000000000000000,584.000000000000000,48,1.926357217996333,0.207616833469619,48495,0.530230941860081,0.666260139490410,0.593938982555051,0,0,0,0,0,0,0,0,0,0,0,0,0
249,497,2342369110.000000000000000,47038990.000000000000000,68632.000000000000000,821.000000000000000,3330.000000000000000,12764.000000000000000,5207.000000000000000,22003.000000000000000,42702.000000000000000,35552.000000000000000,21929.000000000000000,2181.000000000000000,14322.000000000000000,54054.000000000000000,720.000000000000000,382.000000000000000,13.000000000000000,5198.000000000000000,7570.000000000000000,54938.000000000000000,13694.000000000000000,50495.000000000000000,657.000000000000000,24306.000000000000000,67826.000000000000000,14322.000000000000000,26813.000000000000000,26813.000000000000000,24306.000000000000000,2507.000000000000000,4946.000000000000000,48,1.934977071792132,0.231097584827856,48497,0.467808679331821,0.502425241679349,0.353779625643085,0,0,0,0,0,0,0,0,0,0,0,0,0
250,499,1671172155.000000000000000,130731200.000000000000000,44843.000000000000000,418.000000000000000,1622.000000000000000,6283.000000000000000,3199.000000000000000,11491.000000000000000,28492.000000000000000,20460.000000000000000,15078.000000000000000,2789.000000000000000,7419.000000000000000,36871.000000000000000,1693.000000000000000,230.000000000000000,4.000000000000000,2179.000000000000000,3527.000000000000000,39949.000000000000000,4894.000000000000000,35906.000000000000000,1658.000000000000000,18447.000000000000000,43508.000000000000000,7419.000000000000000,22129.000000000000000,22129.000000000000000,18447.000000000000000,3682.000000000000000,5087.000000000000000,48,2.235103290676832,0.173445022447790,48499,0.500045279689956,0.625196519143086,0.505698909008372,0,0,0,0,0,0,0,0,0,0,0,0,0
251,501,2071252479.000000000000000,34329.000000000000000,7694.000000000000000,96.000000000000000,458.000000000000000,1657.000000000000000,685.000000000000000,2906.000000000000000,4370.000000000000000,3685.000000000000000,2247.000000000000000,286.000000000000000,1696.000000000000000,3758.000000000000000,63.000000000000000,50.000000000000000,0.000000000000000,1963.000000000000000,1798.000000000000000,2726.000000000000000,4968.000000000000000,2488.000000000000000,55.000000000000000,2655.000000000000000,7619.000000000000000,1696.000000000000000,3009.000000000000000,3009.000000000000000,2655.000000000000000,354.000000000000000,497.000000000000000,48,1.790824589396342,0.200233325005375,48501,0.781830857272034,0.733101120926821,0.800512627082475,0,0,0,0,0,0,0,0,0,0,0,0,0
252,503,2368539757.000000000000000,42371869.000000000000000,17867.000000000000000,220.000000000000000,814.000000000000000,3211.000000000000000,1297.000000000000000,5516.000000000000000,10913.000000000000000,8565.000000000000000,5709.000000000000000,900.000000000000000,3518.000000000000000,14398.000000000000000,183.000000000000000,89.000000000000000,0.000000000000000,1512.000000000000000,1501.000000000000000,14359.000000000000000,3508.000000000000000,13409.000000000000000,174.000000000000000,7249.000000000000000,17636.000000000000000,3518.000000000000000,8539.000000000000000,8539.000000000000000,7249.000000000000000,1290.000000000000000,2062.000000000000000,48,1.941878510642586,0.233074941068591,48503,0.542991518107230,0.468578056707737,0.434561799011620,0,0,0,0,0,0,0,0,0,0,0,0,0
253,505,2585876042.000000000000000,154371160.000000000000000,13889.000000000000000,207.000000000000000,821.000000000000000,3288.000000000000000,1328.000000000000000,5625.000000000000000,7548.000000000000000,6254.000000000000000,3967.000000000000000,399.000000000000000,3117.000000000000000,5421.000000000000000,18.000000000000000,16.000000000000000,0.000000000000000,2048.000000000000000,6319.000000000000000,890.000000000000000,12999.000000000000000,796.000000000000000,9.000000000000000,4536.000000000000000,13788.000000000000000,3117.000000000000000,6159.000000000000000,6159.000000000000000,4536.000000000000000,1623.000000000000000,1050.000000000000000,48,2.247674731434494,0.249166389220644,48505,0.988734162848894,0.922069458012146,0.873165816965597,0,0,0,0,0,0,0,0,0,0,0,0,0
254,507,3360268878.000000000000000,11208707.000000000000000,9670.000000000000000,150.000000000000000,539.000000000000000,2071.000000000000000,894.000000000000000,3645.000000000000000,5381.000000000000000,4350.000000000000000,2857.000000000000000,336.000000000000000,2064.000000000000000,4598.000000000000000,89.000000000000000,19.000000000000000,1.000000000000000,1563.000000000000000,3326.000000000000000,726.000000000000000,8944.000000000000000,572.000000000000000,67.000000000000000,3355.000000000000000,9641.000000000000000,2064.000000000000000,3920.000000000000000,3920.000000000000000,3355.000000000000000,565.000000000000000,820.000000000000000,48,2.293645389546094,0.311788602489185,48507,0.939078214732207,0.962109482098008,0.931042149514256,0,0,0,0,0,0,0,0,0,0,0,0,0
255,001,1197464268.000000000000000,65273639.000000000000000,29538.000000000000000,325.000000000000000,1283.000000000000000,4414.000000000000000,2438.000000000000000,8448.000000000000000,18668.000000000000000,14716.000000000000000,10016.000000000000000,1431.000000000000000,5886.000000000000000,10994.000000000000000,16785.000000000000000,165.000000000000000,8.000000000000000,761.000000000000000,759.000000000000000,28526.000000000000000,1012.000000000000000,10926.000000000000000,16709.000000000000000,12686.000000000000000,28255.000000000000000,5886.000000000000000,14885.000000000000000,14885.000000000000000,12686.000000000000000,2199.000000000000000,4564.000000000000000,28,2.816948749758469,0.119855166828895,28001,0.646720654987160,0.843074986517567,0.871897791295074,0,0,0,0,0,0,0,0,0,0,0,0,0
256,003,1036110409.000000000000000,3408033.000000000000000,34740.000000000000000,374.000000000000000,1639.000000000000000,5889.000000000000000,2758.000000000000000,10632.000000000000000,21314.000000000000000,17314.000000000000000,11070.000000000000000,1511.000000000000000,7230.000000000000000,27992.000000000000000,4337.000000000000000,181.000000000000000,19.000000000000000,723.000000000000000,1387.000000000000000,33492.000000000000000,1248.000000000000000,27738.000000000000000,4316.000000000000000,14395.000000000000000,34055.000000000000000,7230.000000000000000,16159.000000000000000,16159.000000000000000,14395.000000000000000,1764.000000000000000,4521.000000000000000,28,1.396502648902841,0.102496210784894,28003,0.501089956061509,0.739715726732465,0.554751214597758,0,0,0,0,0,0,0,0,0,0,0,0,0
257,005,1890950868.000000000000000,3877823.000000000000000,12720.000000000000000,129.000000000000000,498.000000000000000,1871.000000000000000,778.000000000000000,3259.000000000000000,8318.000000000000000,6293.000000000000000,4461.000000000000000,669.000000000000000,2262.000000000000000,7463.000000000000000,4854.000000000000000,31.000000000000000,0.000000000000000,64.000000000000000,276.000000000000000,12591.000000000000000,129.000000000000000,7434.000000000000000,4835.000000000000000,5597.000000000000000,12647.000000000000000,2262.000000000000000,7230.000000000000000,7230.000000000000000,5597.000000000000000,1633.000000000000000,1905.000000000000000,28,1.819636719713402,0.179274103669927,28005,0.693224345396350,0.833529797689220,0.850010928702242,0,0,0,0,0,0,0,0,0,0,0,0,0
258,007,1903529295.000000000000000,4425860.000000000000000,17889.000000000000000,225.000000000000000,876.000000000000000,3319.000000000000000,1379.000000000000000,5775.000000000000000,10695.000000000000000,8418.000000000000000,5809.000000000000000,917.000000000000000,3684.000000000000000,9440.000000000000000,7678.000000000000000,97.000000000000000,4.000000000000000,236.000000000000000,395.000000000000000,17558.000000000000000,331.000000000000000,9410.000000000000000,7642.000000000000000,7098.000000000000000,17650.000000000000000,3684.000000000000000,8277.000000000000000,8277.000000000000000,7098.000000000000000,1179.000000000000000,2012.000000000000000,28,2.331498568064070,0.184265226686018,28007,0.665163686509634,0.786772085883385,0.759488769230116,0,0,0,0,0,0,0,0,0,0,0,0,0
