GEOID,year,nInMigr,nOutMigr,netMigr
01001,1990,2923,2591,332
01001,1991,3109,2393,716
01001,1992,3315,2726,589
01001,1993,4366,2520,1846
01001,1994,3365,2669,696
01001,1995,3675,2895,780
01001,1996,3620,2961,659
01001,1997,3667,3162,505
01001,1998,3743,3226,517
01001,1999,4004,3389,615
01001,2000,3792,3308,484
01001,2001,4127,3532,595
01001,2002,4251,3672,579
01001,2003,4662,3799,863
01001,2004,4663,3903,760
01001,2005,5095,4214,881
01001,2006,4830,4155,675
01001,2007,4773,4247,526
01001,2008,4499,4231,268
01001,2009,4293,3767,526
01001,2010,4596,4233,363
01003,1990,6368,4030,2338
01003,1991,6861,3911,2950
01003,1992,7527,4071,3456
01003,1993,8022,4187,3835
01003,1994,7919,4651,3268
01003,1995,7889,4924,2965
01003,1996,8563,4935,3628
01003,1997,8218,5189,3029
01003,1998,7733,5576,2157
01003,1999,8409,5670,2739
01003,2000,8303,5934,2369
01003,2001,8265,6055,2210
01003,2002,8463,5955,2508
01003,2003,9604,5784,3820
01003,2004,10413,6236,4177
01003,2005,10747,6917,3830
01003,2006,9213,6780,2433
01003,2007,9444,7325,2119
01003,2008,9299,6868,2431
01003,2009,9517,6709,2808
01003,2010,9918,7430,2488
01005,1990,1264,1130,134
01005,1991,1158,1065,93
01005,1992,1242,1111,131
01005,1993,1129,1148,-19
01005,1994,986,1122,-136
01005,1995,1141,1078,63
01005,1996,1094,1197,-103
01005,1997,1125,1094,31
01005,1998,1068,1286,-218
01005,1999,1117,1156,-39
01005,2000,1164,1311,-147
01005,2001,1063,1269,-206
01005,2002,1049,1224,-175
01005,2003,1004,1289,-285
01005,2004,1049,1206,-157
01005,2005,1100,1196,-96
01005,2006,1043,1135,-92
01005,2007,1111,1243,-132
01005,2008,1017,1149,-132
01005,2009,997,1171,-174
01005,2010,1195,1112,83
01007,1990,827,621,206
01007,1991,813,673,140
01007,1992,946,789,157
01007,1993,853,796,57
01007,1994,1029,817,212
01007,1995,912,753,159
01007,1996,1100,874,226
01007,1997,1081,875,206
01007,1998,1321,898,423
01007,1999,1060,931,129
01007,2000,1016,899,117
01007,2001,935,1044,-109
01007,2002,988,875,113
01007,2003,948,897,51
01007,2004,1046,896,150
01007,2005,958,982,-24
01007,2006,1077,921,156
01007,2007,1100,1048,52
01007,2008,1068,1038,30
01007,2009,942,977,-35
01007,2010,922,996,-74
01009,1990,1917,1643,274
01009,1991,2001,1824,177
01009,1992,2121,1581,540
01009,1993,2295,1820,475
01009,1994,2351,1696,655
01009,1995,2241,1732,509
01009,1996,2905,1915,990
01009,1997,2818,1899,919
01009,1998,2812,2090,722
01009,1999,2617,2208,409
01009,2000,2785,2144,641
01009,2001,2763,2221,542
01009,2002,2795,2080,715
01009,2003,2819,2303,516
01009,2004,2584,2208,376
01009,2005,2769,2251,518
01009,2006,2956,2215,741
01009,2007,3039,2292,747
01009,2008,2963,2486,477
01009,2009,2572,2293,279
01009,2010,2385,2267,118
01011,1990,413,509,-96
01011,1991,371,487,-116
01011,1992,368,514,-146
01011,1993,517,518,-1
01011,1994,413,513,-100
01011,1995,383,357,26
01011,1996,428,531,-103
01011,1997,424,449,-25
01011,1998,396,464,-68
01011,1999,387,504,-117
01011,2000,333,539,-206
01011,2001,339,483,-144
01011,2002,383,416,-33
01011,2003,317,430,-113
01011,2004,248,368,-120
01011,2005,285,381,-96
01011,2006,377,363,14
01011,2007,375,451,-76
01011,2008,345,374,-29
01011,2009,403,382,21
01011,2010,327,446,-119
01013,1990,708,809,-101
01013,1991,754,740,14
01013,1992,860,763,97
01013,1993,875,834,41
01013,1994,810,850,-40
01013,1995,832,933,-101
01013,1996,875,763,112
01013,1997,726,841,-115
01013,1998,728,864,-136
01013,1999,649,907,-258
01013,2000,641,813,-172
01013,2001,574,782,-208
01013,2002,696,718,-22
01013,2003,694,706,-12
01013,2004,751,689,62
01013,2005,696,769,-73
01013,2006,796,772,24
01013,2007,755,794,-39
01013,2008,711,859,-148
01013,2009,690,739,-49
01013,2010,768,748,20
01015,1990,5948,6632,-684
01015,1991,6431,5743,688
01015,1992,6720,6789,-69
01015,1993,6109,6667,-558
01015,1994,6709,6416,293
01015,1995,6102,6493,-391
01015,1996,6149,5931,218
01015,1997,5867,6405,-538
01015,1998,5402,6281,-879
01015,1999,4742,8588,-3846
01015,2000,4636,5034,-398
01015,2001,4758,4744,14
01015,2002,4755,4403,352
01015,2003,4563,4591,-28
01015,2004,4217,4199,18
01015,2005,4682,4437,245
01015,2006,4417,4389,28
01015,2007,4634,4557,77
01015,2008,4452,4196,256
01015,2009,4151,4173,-22
01015,2010,3812,4478,-666
01017,1990,1374,1453,-79
01017,1991,1394,1380,14
01017,1992,1516,1587,-71
01017,1993,1393,1491,-98
01017,1994,1647,1502,145
01017,1995,1489,1787,-298
01017,1996,1632,1866,-234
01017,1997,1605,1602,3
01017,1998,1402,1752,-350
01017,1999,1580,1611,-31
01017,2000,1517,1615,-98
01017,2001,1526,1703,-177
01017,2002,1299,1594,-295
01017,2003,1366,1542,-176
01017,2004,1431,1497,-66
01017,2005,1485,1646,-161
01017,2006,1614,1483,131
01017,2007,1573,1853,-280
01017,2008,1390,1443,-53
01017,2009,1531,1505,26
01017,2010,1881,1521,360
01019,1990,898,830,68
01019,1991,925,786,139
01019,1992,965,697,268
01019,1993,1020,837,183
01019,1994,1110,770,340
01019,1995,1250,941,309
01019,1996,1230,970,260
01019,1997,1067,909,158
01019,1998,1051,1027,24
01019,1999,1149,927,222
01019,2000,1003,935,68
01019,2001,1046,886,160
01019,2002,1000,907,93
01019,2003,996,883,113
01019,2004,965,859,106
01019,2005,1149,915,234
01019,2006,1025,961,64
01019,2007,947,948,-1
01019,2008,1008,906,102
01019,2009,920,755,165
01019,2010,965,857,108
01021,1990,1311,963,348
01021,1991,1223,1109,114
01021,1992,1301,1167,134
01021,1993,1280,941,339
01021,1994,1456,1090,366
01021,1995,1547,1148,399
01021,1996,1622,1065,557
01021,1997,1573,1247,326
01021,1998,1722,1319,403
01021,1999,1743,1203,540
01021,2000,1493,1402,91
01021,2001,1625,1350,275
01021,2002,1535,1246,289
01021,2003,1590,1319,271
01021,2004,1647,1432,215
01021,2005,1774,1596,178
01021,2006,1893,1471,422
01021,2007,1781,1760,21
01021,2008,1956,1705,251
01021,2009,1831,1630,201
01021,2010,1706,1656,50
01023,1990,453,504,-51
01023,1991,573,527,46
01023,1992,531,581,-50
01023,1993,466,541,-75
01023,1994,495,554,-59
01023,1995,457,677,-220
01023,1996,556,507,49
01023,1997,475,549,-74
01023,1998,365,658,-293
01023,1999,469,583,-114
01023,2000,388,509,-121
01023,2001,393,569,-176
01023,2002,376,492,-116
01023,2003,389,491,-102
01023,2004,352,585,-233
01023,2005,428,439,-11
01023,2006,410,483,-73
01023,2007,417,484,-67
01023,2008,458,476,-18
01023,2009,399,403,-4
01023,2010,404,553,-149
01025,1990,1104,1025,79
01025,1991,1085,1015,70
01025,1992,1057,1039,18
01025,1993,1114,938,176
01025,1994,930,1100,-170
01025,1995,1061,1064,-3
01025,1996,1277,1020,257
01025,1997,862,1107,-245
01025,1998,957,948,9
01025,1999,842,1013,-171
01025,2000,897,1093,-196
01025,2001,811,1069,-258
01025,2002,805,915,-110
01025,2003,833,942,-109
01025,2004,789,973,-184
01025,2005,972,879,93
01025,2006,813,962,-149
01025,2007,947,1071,-124
01025,2008,934,1044,-110
01025,2009,789,952,-163
01025,2010,903,919,-16
01027,1990,495,488,7
01027,1991,591,550,41
01027,1992,643,540,103
01027,1993,622,536,86
01027,1994,580,591,-11
01027,1995,574,517,57
01027,1996,690,516,174
01027,1997,592,544,48
01027,1998,663,677,-14
01027,1999,583,515,68
01027,2000,604,626,-22
01027,2001,584,592,-8
01027,2002,555,582,-27
01027,2003,494,590,-96
01027,2004,477,539,-62
01027,2005,601,618,-17
01027,2006,580,523,57
01027,2007,679,649,30
01027,2008,676,588,88
01027,2009,543,729,-186
01027,2010,543,571,-28
01029,1990,591,613,-22
01029,1991,662,516,146
01029,1992,664,554,110
01029,1993,544,528,16
01029,1994,619,569,50
01029,1995,736,590,146
01029,1996,930,500,430
01029,1997,702,584,118
01029,1998,668,571,97
01029,1999,740,639,101
01029,2000,690,640,50
01029,2001,743,541,202
01029,2002,661,570,91
01029,2003,575,686,-111
01029,2004,640,652,-12
01029,2005,716,619,97
01029,2006,752,589,163
01029,2007,741,654,87
01029,2008,768,683,85
01029,2009,689,660,29
01029,2010,656,717,-61
01031,1990,3431,3580,-149
01031,1991,4041,3332,709
01031,1992,3998,3832,166
01031,1993,3990,3661,329
01031,1994,3864,3771,93
01031,1995,3195,3587,-392
01031,1996,3072,3313,-241
01031,1997,3144,3104,40
01031,1998,3396,3542,-146
01031,1999,3216,3509,-293
01031,2000,3344,3389,-45
01031,2001,3768,3472,296
01031,2002,3845,3416,429
01031,2003,3628,3192,436
01031,2004,3587,3272,315
01031,2005,3987,3547,440
01031,2006,4218,3388,830
01031,2007,4324,3538,786
01031,2008,4384,3796,588
01031,2009,4387,3925,462
01031,2010,4120,4306,-186
01033,1990,2529,2269,260
01033,1991,2365,2369,-4
01033,1992,2419,2182,237
01033,1993,2267,2403,-136
01033,1994,2315,2321,-6
01033,1995,2338,2185,153
01033,1996,2572,2321,251
01033,1997,2407,2609,-202
01033,1998,2077,2501,-424
01033,1999,2338,2235,103
01033,2000,2170,2165,5
01033,2001,2150,2281,-131
01033,2002,2101,2158,-57
01033,2003,2276,2070,206
01033,2004,2165,2146,19
01033,2005,2392,2202,190
01033,2006,2334,2212,122
01033,2007,2534,2331,203
01033,2008,2438,2296,142
01033,2009,2295,2064,231
01033,2010,2243,2332,-89
01035,1990,719,638,81
01035,1991,592,717,-125
01035,1992,559,635,-76
01035,1993,696,592,104
01035,1994,563,641,-78
01035,1995,666,648,18
01035,1996,679,632,47
01035,1997,488,598,-110
01035,1998,462,541,-79
01035,1999,549,645,-96
01035,2000,510,634,-124
01035,2001,492,637,-145
01035,2002,463,581,-118
01035,2003,514,600,-86
01035,2004,465,567,-102
01035,2005,664,507,157
01035,2006,470,548,-78
01035,2007,626,705,-79
01035,2008,487,542,-55
01035,2009,455,454,1
01035,2010,509,489,20
01037,1990,634,579,55
01037,1991,636,679,-43
01037,1992,686,658,28
01037,1993,747,708,39
01037,1994,721,643,78
01037,1995,631,866,-235
01037,1996,809,829,-20
01037,1997,848,799,49
01037,1998,910,861,49
01037,1999,878,811,67
01037,2000,815,836,-21
01037,2001,664,831,-167
01037,2002,639,659,-20
01037,2003,627,812,-185
01037,2004,661,744,-83
01037,2005,680,726,-46
01037,2006,726,695,31
01037,2007,728,690,38
01037,2008,827,811,16
01037,2009,706,636,70
01037,2010,535,710,-175
01039,1990,1411,1335,76
01039,1991,1628,1386,242
01039,1992,1749,1531,218
01039,1993,1415,1590,-175
01039,1994,1598,1322,276
01039,1995,1451,1319,132
01039,1996,1317,1424,-107
01039,1997,1375,1402,-27
01039,1998,1318,1308,10
01039,1999,1215,1499,-284
01039,2000,1281,1518,-237
01039,2001,1284,1304,-20
01039,2002,1330,1256,74
01039,2003,1228,1182,46
01039,2004,1258,1064,194
01039,2005,1591,1309,282
01039,2006,1401,1308,93
01039,2007,1457,1474,-17
01039,2008,1456,1364,92
01039,2009,1408,1252,156
01039,2010,1519,1248,271
01041,1990,590,584,6
01041,1991,651,707,-56
01041,1992,636,688,-52
01041,1993,616,602,14
01041,1994,762,607,155
01041,1995,674,644,30
01041,1996,751,659,92
01041,1997,626,689,-63
01041,1998,597,603,-6
01041,1999,751,638,113
01041,2000,647,631,16
01041,2001,619,669,-50
01041,2002,710,663,47
01041,2003,688,687,1
01041,2004,648,587,61
01041,2005,729,610,119
01041,2006,717,653,64
01041,2007,710,670,40
01041,2008,710,610,100
01041,2009,645,727,-82
01041,2010,654,614,40
01043,1990,2600,2042,558
01043,1991,2753,2012,741
01043,1992,2958,2213,745
01043,1993,2873,2165,708
01043,1994,2912,2386,526
01043,1995,3192,2213,979
01043,1996,2913,2511,402
01043,1997,2911,2390,521
01043,1998,3000,2544,456
01043,1999,2806,2588,218
01043,2000,2682,2660,22
01043,2001,2683,2555,128
01043,2002,2751,2479,272
01043,2003,2844,2448,396
01043,2004,2978,2550,428
01043,2005,2755,2528,227
01043,2006,3043,2416,627
01043,2007,3078,2367,711
01043,2008,2813,2656,157
01043,2009,2643,2439,204
01043,2010,2503,2678,-175
01045,1990,5860,6387,-527
01045,1991,6246,5530,716
01045,1992,5897,6928,-1031
01045,1993,6014,6070,-56
01045,1994,5729,6293,-564
01045,1995,5089,6268,-1179
01045,1996,4903,5489,-586
01045,1997,4723,5241,-518
01045,1998,5091,5288,-197
01045,1999,5050,5353,-303
01045,2000,4958,5294,-336
01045,2001,5174,5396,-222
01045,2002,5119,5362,-243
01045,2003,5028,5582,-554
01045,2004,4998,5687,-689
01045,2005,5257,5466,-209
01045,2006,5308,5344,-36
01045,2007,5133,5318,-185
01045,2008,5130,5695,-565
01045,2009,5178,5199,-21
01045,2010,5117,5571,-454
01047,1990,1564,1929,-365
01047,1991,1666,1821,-155
01047,1992,1673,1900,-227
01047,1993,1634,1934,-300
01047,1994,1568,1704,-136
01047,1995,1489,1777,-288
01047,1996,1427,1868,-441
01047,1997,1356,1843,-487
01047,1998,1347,1642,-295
01047,1999,1102,1791,-689
01047,2000,1273,1640,-367
01047,2001,1131,1798,-667
01047,2002,1286,1680,-394
01047,2003,1240,1587,-347
01047,2004,1218,1587,-369
01047,2005,1311,1639,-328
01047,2006,1225,1579,-354
01047,2007,1310,1583,-273
01047,2008,1090,1630,-540
01047,2009,1215,1299,-84
01047,2010,1154,1534,-380
01049,1990,2259,1880,379
01049,1991,2413,2039,374
01049,1992,2368,2066,302
01049,1993,2773,2146,627
01049,1994,2436,2831,-395
01049,1995,2315,2452,-137
01049,1996,2500,2483,17
01049,1997,4135,2283,1852
01049,1998,3376,2863,513
01049,1999,3163,2767,396
01049,2000,3418,2795,623
01049,2001,2451,2844,-393
01049,2002,2606,2346,260
01049,2003,2665,2538,127
01049,2004,2269,2291,-22
01049,2005,2475,2415,60
01049,2006,2567,2313,254
01049,2007,2620,2459,161
01049,2008,2717,2642,75
01049,2009,2605,2584,21
01049,2010,2583,2474,109
01051,1990,3606,2882,724
01051,1991,3862,3073,789
01051,1992,4169,3142,1027
01051,1993,4247,3327,920
01051,1994,4374,3364,1010
01051,1995,4429,3186,1243
01051,1996,4514,3331,1183
01051,1997,4684,3440,1244
01051,1998,4791,3712,1079
01051,1999,4758,3714,1044
01051,2000,4257,3791,466
01051,2001,4567,3688,879
01051,2002,4880,3747,1133
01051,2003,4832,3961,871
01051,2004,5514,3976,1538
01051,2005,5999,4529,1470
01051,2006,6050,4511,1539
01051,2007,5436,5132,304
01051,2008,5263,4887,376
01051,2009,5558,4539,1019
01051,2010,5198,4946,252
01053,1990,1424,1404,20
01053,1991,1436,1370,66
01053,1992,1526,1438,88
01053,1993,1438,1432,6
01053,1994,1458,1466,-8
01053,1995,1429,1767,-338
01053,1996,1697,1401,296
01053,1997,1412,1433,-21
01053,1998,1383,1543,-160
01053,1999,1302,1430,-128
01053,2000,1286,1377,-91
01053,2001,1274,1337,-63
01053,2002,1189,1443,-254
01053,2003,1269,1322,-53
01053,2004,1259,1446,-187
01053,2005,1432,1442,-10
01053,2006,1292,1284,8
01053,2007,1403,1410,-7
01053,2008,1379,1468,-89
01053,2009,1166,1192,-26
01053,2010,1274,1398,-124
01055,1990,3484,3596,-112
01055,1991,3681,3714,-33
01055,1992,3583,3514,69
01055,1993,3789,3446,343
01055,1994,3504,3726,-222
01055,1995,3180,2953,227
01055,1996,4866,3299,1567
01055,1997,3646,3509,137
01055,1998,3425,3822,-397
01055,1999,3469,4127,-658
01055,2000,3355,3696,-341
01055,2001,3385,3381,4
01055,2002,3533,3408,125
01055,2003,3525,3398,127
01055,2004,3492,3454,38
01055,2005,3746,3408,338
01055,2006,3635,3352,283
01055,2007,3710,3537,173
01055,2008,3602,3472,130
01055,2009,3352,3143,209
01055,2010,3430,3309,121
01057,1990,752,670,82
01057,1991,797,839,-42
01057,1992,715,778,-63
01057,1993,684,684,0
01057,1994,780,739,41
01057,1995,663,635,28
01057,1996,784,721,63
01057,1997,822,848,-26
01057,1998,754,761,-7
01057,1999,790,843,-53
01057,2000,753,798,-45
01057,2001,742,760,-18
01057,2002,745,762,-17
01057,2003,728,753,-25
01057,2004,622,548,74
01057,2005,566,699,-133
01057,2006,624,741,-117
01057,2007,726,699,27
01057,2008,638,693,-55
01057,2009,599,602,-3
01057,2010,568,609,-41
01059,1990,1229,1071,158
01059,1991,1382,1045,337
01059,1992,1327,1122,205
01059,1993,1394,1106,288
01059,1994,1412,1254,158
01059,1995,1485,1319,166
01059,1996,1329,1250,79
01059,1997,1398,1397,1
01059,1998,1282,1310,-28
01059,1999,1161,1350,-189
01059,2000,1071,1329,-258
01059,2001,926,1331,-405
01059,2002,1003,1161,-158
01059,2003,1106,1266,-160
01059,2004,1111,1114,-3
01059,2005,1222,1196,26
01059,2006,1073,1289,-216
01059,2007,1317,1102,215
01059,2008,1425,1399,26
01059,2009,1360,1535,-175
01059,2010,1445,1963,-518
01061,1990,1375,1047,328
01061,1991,1295,1336,-41
01061,1992,1322,1135,187
01061,1993,1290,1153,137
01061,1994,1362,1201,161
01061,1995,1177,1104,73
01061,1996,1215,1175,40
01061,1997,1257,1179,78
01061,1998,1406,1291,115
01061,1999,1479,1347,132
01061,2000,1128,1378,-250
01061,2001,1259,1299,-40
01061,2002,1230,1177,53
01061,2003,1191,1146,45
01061,2004,1253,1141,112
01061,2005,1514,1274,240
01061,2006,1445,1325,120
01061,2007,1451,1241,210
01061,2008,1257,1278,-21
01061,2009,1333,1179,154
01061,2010,1261,1304,-43
01063,1990,402,385,17
01063,1991,358,390,-32
01063,1992,334,447,-113
01063,1993,315,396,-81
01063,1994,399,493,-94
01063,1995,378,375,3
01063,1996,358,435,-77
01063,1997,318,397,-79
01063,1998,328,428,-100
01063,1999,313,407,-94
01063,2000,399,423,-24
01063,2001,316,371,-55
01063,2002,322,352,-30
01063,2003,266,393,-127
01063,2004,330,378,-48
01063,2005,265,533,-268
01063,2006,339,364,-25
01063,2007,386,472,-86
01063,2008,350,461,-111
01063,2009,235,434,-199
01063,2010,307,332,-25
01065,1990,820,680,140
01065,1991,789,685,104
01065,1992,817,831,-14
01065,1993,821,764,57
01065,1994,827,791,36
01065,1995,811,717,94
01065,1996,762,816,-54
01065,1997,839,652,187
01065,1998,667,671,-4
01065,1999,762,628,134
01065,2000,670,722,-52
01065,2001,630,721,-91
01065,2002,708,685,23
01065,2003,718,815,-97
01065,2004,700,628,72
01065,2005,746,745,1
01065,2006,760,665,95
01065,2007,872,811,61
01065,2008,794,759,35
01065,2009,668,732,-64
01065,2010,583,774,-191
01067,1990,931,781,150
01067,1991,824,903,-79
01067,1992,927,799,128
01067,1993,981,923,58
01067,1994,955,963,-8
01067,1995,817,1190,-373
01067,1996,1167,848,319
01067,1997,957,890,67
01067,1998,874,917,-43
01067,1999,962,806,156
01067,2000,846,892,-46
01067,2001,849,841,8
01067,2002,881,819,62
01067,2003,954,837,117
01067,2004,906,837,69
01067,2005,1037,883,154
01067,2006,994,843,151
01067,2007,916,861,55
01067,2008,1069,894,175
01067,2009,962,869,93
01067,2010,989,875,114
01069,1990,4399,4197,202
01069,1991,4640,4164,476
01069,1992,4703,4093,610
01069,1993,4171,4413,-242
01069,1994,4462,4452,10
01069,1995,4422,4560,-138
01069,1996,4794,4247,547
01069,1997,4538,4422,116
01069,1998,4574,4485,89
01069,1999,4680,4624,56
01069,2000,4601,4520,81
01069,2001,4462,4335,127
01069,2002,4889,4052,837
01069,2003,5069,4356,713
01069,2004,4901,4266,635
01069,2005,5536,4596,940
01069,2006,5524,4479,1045
01069,2007,5382,4773,609
01069,2008,5548,4870,678
01069,2009,5459,4816,643
01069,2010,5592,5261,331
01071,1990,2093,1831,262
01071,1991,2156,1915,241
01071,1992,2266,1969,297
01071,1993,2028,2071,-43
01071,1994,2370,2173,197
01071,1995,2333,1805,528
01071,1996,1962,2023,-61
01071,1997,2153,1771,382
01071,1998,2014,1999,15
01071,1999,2103,1912,191
01071,2000,1860,1838,22
01071,2001,1837,1973,-136
01071,2002,1787,1799,-12
01071,2003,1727,1863,-136
01071,2004,1704,1809,-105
01071,2005,1953,1719,234
01071,2006,1862,1770,92
01071,2007,1966,1673,293
01071,2008,1753,1792,-39
01071,2009,1552,1683,-131
01071,2010,1714,1584,130
01073,1990,22025,22481,-456
01073,1991,21751,22664,-913
01073,1992,23113,23635,-522
01073,1993,22911,23399,-488
01073,1994,22884,23479,-595
01073,1995,20899,23751,-2852
01073,1996,21409,25015,-3606
01073,1997,21833,24516,-2683
01073,1998,21927,25539,-3612
01073,1999,22200,25148,-2948
01073,2000,21247,24742,-3495
01073,2001,20972,24590,-3618
01073,2002,21161,23864,-2703
01073,2003,21326,24242,-2916
01073,2004,21520,24875,-3355
01073,2005,22992,25042,-2050
01073,2006,21775,25903,-4128
01073,2007,23647,25609,-1962
01073,2008,22233,24407,-2174
01073,2009,20104,23007,-2903
01073,2010,20805,23059,-2254
01075,1990,581,619,-38
01075,1991,624,681,-57
01075,1992,645,596,49
01075,1993,564,645,-81
01075,1994,601,662,-61
01075,1995,599,657,-58
01075,1996,616,577,39
01075,1997,632,595,37
01075,1998,592,580,12
01075,1999,627,608,19
01075,2000,476,719,-243
01075,2001,525,655,-130
01075,2002,487,638,-151
01075,2003,460,583,-123
01075,2004,542,591,-49
01075,2005,433,658,-225
01075,2006,580,524,56
01075,2007,537,615,-78
01075,2008,502,480,22
01075,2009,534,522,12
01075,2010,434,555,-121
01077,1990,3421,2887,534
01077,1991,3458,2905,553
01077,1992,3536,2944,592
01077,1993,3446,3223,223
01077,1994,3402,3170,232
01077,1995,3191,2892,299
01077,1996,3118,3255,-137
01077,1997,3350,3223,127
01077,1998,3257,3284,-27
01077,1999,3194,3234,-40
01077,2000,2887,3354,-467
01077,2001,2875,3192,-317
01077,2002,2965,2938,27
01077,2003,3216,2956,260
01077,2004,3165,3104,61
01077,2005,3479,3037,442
01077,2006,3404,3023,381
01077,2007,3545,3194,351
01077,2008,3502,3274,228
01077,2009,2958,2983,-25
01077,2010,3033,3071,-38
01079,1990,1404,1146,258
01079,1991,1335,1379,-44
01079,1992,1461,1228,233
01079,1993,1269,1389,-120
01079,1994,1304,1157,147
01079,1995,1534,1351,183
01079,1996,1442,1322,120
01079,1997,1398,1362,36
01079,1998,1505,1289,216
01079,1999,1442,1312,130
01079,2000,1290,1378,-88
01079,2001,1276,1420,-144
01079,2002,1154,1334,-180
01079,2003,1212,1345,-133
01079,2004,1342,1291,51
01079,2005,1120,1361,-241
01079,2006,1366,1286,80
01079,2007,1375,1332,43
01079,2008,1323,1271,52
01079,2009,1307,1280,27
01079,2010,1203,1270,-67
01081,1990,5222,5268,-46
01081,1991,5479,5209,270
01081,1992,6043,5109,934
01081,1993,5665,5647,18
01081,1994,5859,5260,599
01081,1995,5914,5196,718
01081,1996,7411,5690,1721
01081,1997,6984,6030,954
01081,1998,6831,6170,661
01081,1999,6834,6317,517
01081,2000,6699,6377,322
01081,2001,6577,6188,389
01081,2002,6724,6012,712
01081,2003,7064,6283,781
01081,2004,7896,6262,1634
01081,2005,8161,6740,1421
01081,2006,7833,6852,981
01081,2007,8284,7520,764
01081,2008,8618,7232,1386
01081,2009,8008,7157,851
01081,2010,9274,7278,1996
01083,1990,2761,2025,736
01083,1991,2912,2162,750
01083,1992,2892,2353,539
01083,1993,2650,2496,154
01083,1994,2679,2548,131
01083,1995,2792,2418,374
01083,1996,2870,2449,421
01083,1997,3689,2450,1239
01083,1998,3256,2760,496
01083,1999,3156,2668,488
01083,2000,3029,2522,507
01083,2001,3006,2674,332
01083,2002,3194,2770,424
01083,2003,3499,2699,800
01083,2004,3522,2567,955
01083,2005,4247,2707,1540
01083,2006,4494,2793,1701
01083,2007,4862,3059,1803
01083,2008,4868,3003,1865
01083,2009,4621,3235,1386
01083,2010,4970,3525,1445
01085,1990,576,655,-79
01085,1991,590,654,-64
01085,1992,706,660,46
01085,1993,627,634,-7
01085,1994,643,648,-5
01085,1995,636,754,-118
01085,1996,694,745,-51
01085,1997,586,569,17
01085,1998,615,620,-5
01085,1999,632,650,-18
01085,2000,558,675,-117
01085,2001,592,607,-15
01085,2002,532,666,-134
01085,2003,539,743,-204
01085,2004,545,649,-104
01085,2005,635,793,-158
01085,2006,639,813,-174
01085,2007,689,813,-124
01085,2008,585,729,-144
01085,2009,710,673,37
01085,2010,625,769,-144
01087,1990,771,1122,-351
01087,1991,969,1077,-108
01087,1992,1043,1096,-53
01087,1993,1043,1168,-125
01087,1994,955,1067,-112
01087,1995,902,1065,-163
01087,1996,968,1219,-251
01087,1997,896,1088,-192
01087,1998,908,1121,-213
01087,1999,901,1027,-126
01087,2000,868,990,-122
01087,2001,754,1010,-256
01087,2002,756,918,-162
01087,2003,762,994,-232
01087,2004,770,1019,-249
01087,2005,926,1014,-88
01087,2006,999,1173,-174
01087,2007,1121,1144,-23
01087,2008,1016,1277,-261
01087,2009,953,1073,-120
01087,2010,914,1211,-297
01089,1990,13830,12298,1532
01089,1991,14839,11291,3548
01089,1992,14899,12216,2683
01089,1993,12926,13444,-518
01089,1994,11887,13835,-1948
01089,1995,11650,12444,-794
01089,1996,12572,12823,-251
01089,1997,14943,12809,2134
01089,1998,12418,12411,7
01089,1999,12474,11624,850
01089,2000,12817,11656,1161
01089,2001,12761,10607,2154
01089,2002,12818,10747,2071
01089,2003,12580,10842,1738
01089,2004,13798,11159,2639
01089,2005,15720,11830,3890
01089,2006,15631,11873,3758
01089,2007,17099,12394,4705
01089,2008,17077,12509,4568
01089,2009,14995,12274,2721
01089,2010,15536,13800,1736
01091,1990,846,916,-70
01091,1991,964,959,5
01091,1992,972,888,84
01091,1993,874,1002,-128
01091,1994,958,1061,-103
01091,1995,882,951,-69
01091,1996,922,908,14
01091,1997,845,1039,-194
01091,1998,760,995,-235
01091,1999,900,910,-10
01091,2000,696,977,-281
01091,2001,816,815,1
01091,2002,752,911,-159
01091,2003,651,771,-120
01091,2004,701,826,-125
01091,2005,837,876,-39
01091,2006,807,841,-34
01091,2007,809,958,-149
01091,2008,824,845,-21
01091,2009,726,783,-57
01091,2010,649,881,-232
01093,1990,902,1139,-237
01093,1991,1070,1004,66
01093,1992,1245,990,255
01093,1993,1177,1022,155
01093,1994,1196,1046,150
01093,1995,1312,1033,279
01093,1996,1237,1291,-54
01093,1997,1121,1158,-37
01093,1998,836,1154,-318
01093,1999,942,1086,-144
01093,2000,852,1135,-283
01093,2001,857,1059,-202
01093,2002,857,926,-69
01093,2003,944,917,27
01093,2004,1037,1019,18
01093,2005,1190,1040,150
01093,2006,1109,1049,60
01093,2007,1059,1155,-96
01093,2008,1085,1181,-96
01093,2009,1098,954,144
01093,2010,1043,952,91
01095,1990,3471,3012,459
01095,1991,3858,2819,1039
01095,1992,4255,2836,1419
01095,1993,4609,3292,1317
01095,1994,4756,3317,1439
01095,1995,4210,3382,828
01095,1996,4002,4629,-627
01095,1997,3764,5215,-1451
01095,1998,4164,4190,-26
01095,1999,3867,4040,-173
01095,2000,3700,4006,-306
01095,2001,3843,3400,443
01095,2002,3662,3502,160
01095,2003,3749,3604,145
01095,2004,3685,3430,255
01095,2005,4139,3543,596
01095,2006,3967,3502,465
01095,2007,4088,3751,337
01095,2008,3975,3642,333
01095,2009,3937,4004,-67
01095,2010,4017,3840,177
01097,1990,13037,12473,564
01097,1991,13391,11750,1641
01097,1992,13860,12434,1426
01097,1993,12225,12711,-486
