GEOID,year,nInMigr,nOutMigr,netMigr
13251,2000,452,635,-183
13251,2001,613,573,40
13251,2002,541,588,-47
13251,2003,558,518,40
13251,2004,636,678,-42
13251,2005,566,663,-97
13251,2006,575,566,9
13251,2007,617,673,-56
13251,2008,574,588,-14
13251,2009,493,709,-216
13251,2010,697,648,49
13253,1990,464,438,26
13253,1991,396,431,-35
13253,1992,471,448,23
13253,1993,471,348,123
13253,1994,438,555,-117
13253,1995,490,553,-63
13253,1996,717,377,340
13253,1997,461,396,65
13253,1998,467,509,-42
13253,1999,469,451,18
13253,2000,430,487,-57
13253,2001,450,469,-19
13253,2002,425,497,-72
13253,2003,534,463,71
13253,2004,484,534,-50
13253,2005,461,462,-1
13253,2006,455,489,-34
13253,2007,503,434,69
13253,2008,449,447,2
13253,2009,426,454,-28
13253,2010,524,464,60
13255,1990,2991,2654,337
13255,1991,2781,2624,157
13255,1992,2895,2704,191
13255,1993,3064,2821,243
13255,1994,2985,2860,125
13255,1995,2765,2682,83
13255,1996,2947,3531,-584
13255,1997,2940,3315,-375
13255,1998,2916,3092,-176
13255,1999,3175,3287,-112
13255,2000,3429,3263,166
13255,2001,3338,3391,-53
13255,2002,3429,3134,295
13255,2003,3280,3327,-47
13255,2004,3578,3536,42
13255,2005,3923,3556,367
13255,2006,3746,3419,327
13255,2007,4065,3494,571
13255,2008,3862,3757,105
13255,2009,3559,3728,-169
13255,2010,3675,3786,-111
13257,1990,1124,997,127
13257,1991,1189,1055,134
13257,1992,1218,1024,194
13257,1993,1174,1090,84
13257,1994,1258,1131,127
13257,1995,1218,1067,151
13257,1996,1065,1133,-68
13257,1997,1193,1166,27
13257,1998,1143,1225,-82
13257,1999,1190,1104,86
13257,2000,1144,1155,-11
13257,2001,1253,1194,59
13257,2002,968,1206,-238
13257,2003,1052,1226,-174
13257,2004,1219,1269,-50
13257,2005,1279,1219,60
13257,2006,1171,1171,0
13257,2007,1276,1171,105
13257,2008,1236,1279,-43
13257,2009,1097,1104,-7
13257,2010,929,1110,-181
13259,1990,219,296,-77
13259,1991,243,259,-16
13259,1992,185,232,-47
13259,1993,203,244,-41
13259,1994,209,271,-62
13259,1995,259,205,54
13259,1996,179,230,-51
13259,1997,231,223,8
13259,1998,194,201,-7
13259,1999,229,237,-8
13259,2000,223,283,-60
13259,2001,189,238,-49
13259,2002,179,219,-40
13259,2003,215,257,-42
13259,2004,194,267,-73
13259,2005,167,285,-118
13259,2006,161,228,-67
13259,2007,254,227,27
13259,2008,240,217,23
13259,2009,243,219,24
13259,2010,230,262,-32
13261,1990,1198,1215,-17
13261,1991,1257,1190,67
13261,1992,1332,1249,83
13261,1993,1262,1355,-93
13261,1994,1366,1516,-150
13261,1995,1392,1977,-585
13261,1996,2253,1385,868
13261,1997,1179,1546,-367
13261,1998,1231,1372,-141
13261,1999,1231,1306,-75
13261,2000,1171,1382,-211
13261,2001,1182,1447,-265
13261,2002,1165,1336,-171
13261,2003,995,1384,-389
13261,2004,1070,1401,-331
13261,2005,1236,1433,-197
13261,2006,1306,1450,-144
13261,2007,1126,1443,-317
13261,2008,1129,1437,-308
13261,2009,1166,1251,-85
13261,2010,1067,1511,-444
13263,1990,363,344,19
13263,1991,362,342,20
13263,1992,439,386,53
13263,1993,344,375,-31
13263,1994,398,388,10
13263,1995,315,223,92
13263,1996,367,247,120
13263,1997,324,284,40
13263,1998,272,292,-20
13263,1999,350,274,76
13263,2000,429,370,59
13263,2001,368,373,-5
13263,2002,355,380,-25
13263,2003,357,311,46
13263,2004,368,321,47
13263,2005,337,373,-36
13263,2006,380,336,44
13263,2007,314,393,-79
13263,2008,335,391,-56
13263,2009,329,349,-20
13263,2010,404,366,38
13265,1990,0,0,0
13265,1991,0,104,-104
13265,1992,84,121,-37
13265,1993,124,107,17
13265,1994,120,77,43
13265,1995,100,65,35
13265,1996,79,77,2
13265,1997,122,74,48
13265,1998,74,80,-6
13265,1999,110,60,50
13265,2000,82,135,-53
13265,2001,124,85,39
13265,2002,67,132,-65
13265,2003,89,125,-36
13265,2004,82,146,-64
13265,2005,136,101,35
13265,2006,75,86,-11
13265,2007,170,143,27
13265,2008,102,89,13
13265,2009,88,139,-51
13265,2010,87,68,19
13267,1990,898,847,51
13267,1991,1048,951,97
13267,1992,1167,1121,46
13267,1993,1056,884,172
13267,1994,1165,959,206
13267,1995,1069,1005,64
13267,1996,1050,916,134
13267,1997,882,1054,-172
13267,1998,902,924,-22
13267,1999,802,923,-121
13267,2000,864,909,-45
13267,2001,806,945,-139
13267,2002,875,894,-19
13267,2003,967,786,181
13267,2004,882,810,72
13267,2005,971,1005,-34
13267,2006,1068,933,135
13267,2007,1140,942,198
13267,2008,1102,962,140
13267,2009,1064,1040,24
13267,2010,1043,1067,-24
13269,1990,295,372,-77
13269,1991,310,327,-17
13269,1992,328,313,15
13269,1993,430,276,154
13269,1994,353,300,53
13269,1995,330,279,51
13269,1996,313,316,-3
13269,1997,304,280,24
13269,1998,313,309,4
13269,1999,296,316,-20
13269,2000,265,315,-50
13269,2001,334,261,73
13269,2002,353,376,-23
13269,2003,346,373,-27
13269,2004,374,376,-2
13269,2005,350,390,-40
13269,2006,322,334,-12
13269,2007,331,318,13
13269,2008,289,396,-107
13269,2009,341,293,48
13269,2010,283,389,-106
13271,1990,572,550,22
13271,1991,964,528,436
13271,1992,607,900,-293
13271,1993,925,640,285
13271,1994,725,652,73
13271,1995,385,1043,-658
13271,1996,493,579,-86
13271,1997,570,533,37
13271,1998,448,576,-128
13271,1999,465,475,-10
13271,2000,414,506,-92
13271,2001,400,476,-76
13271,2002,490,525,-35
13271,2003,439,528,-89
13271,2004,434,454,-20
13271,2005,498,573,-75
13271,2006,459,476,-17
13271,2007,417,520,-103
13271,2008,482,538,-56
13271,2009,495,514,-19
13271,2010,457,596,-139
13273,1990,443,518,-75
13273,1991,447,512,-65
13273,1992,566,460,106
13273,1993,501,418,83
13273,1994,537,464,73
13273,1995,487,456,31
13273,1996,422,453,-31
13273,1997,486,490,-4
13273,1998,465,457,8
13273,1999,441,466,-25
13273,2000,475,558,-83
13273,2001,451,567,-116
13273,2002,531,558,-27
13273,2003,442,505,-63
13273,2004,412,538,-126
13273,2005,439,540,-101
13273,2006,383,476,-93
13273,2007,461,509,-48
13273,2008,444,471,-27
13273,2009,446,423,23
13273,2010,413,513,-100
13275,1990,1803,1820,-17
13275,1991,1971,1846,125
13275,1992,1924,1913,11
13275,1993,2027,1802,225
13275,1994,2250,1663,587
13275,1995,1952,1650,302
13275,1996,2110,1669,441
13275,1997,1876,1827,49
13275,1998,1690,1824,-134
13275,1999,2023,1783,240
13275,2000,1786,1891,-105
13275,2001,1901,1941,-40
13275,2002,2043,1759,284
13275,2003,1810,1861,-51
13275,2004,2178,1688,490
13275,2005,2219,2051,168
13275,2006,2153,1867,286
13275,2007,2091,1957,134
13275,2008,2147,2051,96
13275,2009,1967,1846,121
13275,2010,2027,2008,19
13277,1990,1777,1760,17
13277,1991,1752,1883,-131
13277,1992,1733,2015,-282
13277,1993,1708,1773,-65
13277,1994,1909,1732,177
13277,1995,1726,1792,-66
13277,1996,1781,1988,-207
13277,1997,1720,1935,-215
13277,1998,1763,1973,-210
13277,1999,1789,2067,-278
13277,2000,1881,2052,-171
13277,2001,1908,1926,-18
13277,2002,1697,1725,-28
13277,2003,1805,1660,145
13277,2004,1911,1800,111
13277,2005,2090,1776,314
13277,2006,1815,2134,-319
13277,2007,1912,1988,-76
13277,2008,1843,1992,-149
13277,2009,1870,1849,21
13277,2010,2501,2498,3
13279,1990,1258,1366,-108
13279,1991,1325,1300,25
13279,1992,1219,1215,4
13279,1993,1113,1254,-141
13279,1994,1359,1228,131
13279,1995,1329,1119,210
13279,1996,1247,1287,-40
13279,1997,1183,1234,-51
13279,1998,1262,1319,-57
13279,1999,1139,1242,-103
13279,2000,1074,1195,-121
13279,2001,1050,1163,-113
13279,2002,1057,1079,-22
13279,2003,1041,1010,31
13279,2004,1196,1102,94
13279,2005,1352,1262,90
13279,2006,1242,1187,55
13279,2007,1377,1335,42
13279,2008,1261,1455,-194
13279,2009,1323,1181,142
13279,2010,1176,1314,-138
13281,1990,394,263,131
13281,1991,377,251,126
13281,1992,498,253,245
13281,1993,447,298,149
13281,1994,582,372,210
13281,1995,561,260,301
13281,1996,551,365,186
13281,1997,619,336,283
13281,1998,679,343,336
13281,1999,640,418,222
13281,2000,608,390,218
13281,2001,598,457,141
13281,2002,714,449,265
13281,2003,626,441,185
13281,2004,653,426,227
13281,2005,686,477,209
13281,2006,602,406,196
13281,2007,656,477,179
13281,2008,505,428,77
13281,2009,601,440,161
13281,2010,589,478,111
13283,1990,262,273,-11
13283,1991,206,276,-70
13283,1992,252,266,-14
13283,1993,256,250,6
13283,1994,216,240,-24
13283,1995,213,252,-39
13283,1996,275,245,30
13283,1997,222,229,-7
13283,1998,233,263,-30
13283,1999,298,234,64
13283,2000,215,293,-78
13283,2001,279,266,13
13283,2002,212,242,-30
13283,2003,262,274,-12
13283,2004,192,276,-84
13283,2005,246,340,-94
13283,2006,302,232,70
13283,2007,252,233,19
13283,2008,280,397,-117
13283,2009,266,303,-37
13283,2010,237,279,-42
13285,1990,3177,2726,451
13285,1991,2766,2868,-102
13285,1992,2694,2603,91
13285,1993,2767,2497,270
13285,1994,2729,2729,0
13285,1995,2671,2434,237
13285,1996,2600,2778,-178
13285,1997,2554,2529,25
13285,1998,2774,2748,26
13285,1999,2866,2599,267
13285,2000,2880,2592,288
13285,2001,2663,2803,-140
13285,2002,2723,2623,100
13285,2003,2828,2418,410
13285,2004,2927,2492,435
13285,2005,2848,2681,167
13285,2006,2915,2515,400
13285,2007,2934,2599,335
13285,2008,2839,2724,115
13285,2009,2855,2584,271
13285,2010,3313,2969,344
13287,1990,344,333,11
13287,1991,319,482,-163
13287,1992,499,384,115
13287,1993,439,473,-34
13287,1994,355,526,-171
13287,1995,444,408,36
13287,1996,582,422,160
13287,1997,462,432,30
13287,1998,428,433,-5
13287,1999,411,410,1
13287,2000,419,411,8
13287,2001,419,430,-11
13287,2002,342,404,-62
13287,2003,332,419,-87
13287,2004,380,444,-64
13287,2005,307,422,-115
13287,2006,390,413,-23
13287,2007,398,450,-52
13287,2008,398,441,-43
13287,2009,533,413,120
13287,2010,918,1539,-621
13289,1990,381,440,-59
13289,1991,446,534,-88
13289,1992,443,438,5
13289,1993,444,328,116
13289,1994,483,389,94
13289,1995,389,533,-144
13289,1996,436,503,-67
13289,1997,720,292,428
13289,1998,475,413,62
13289,1999,395,411,-16
13289,2000,276,288,-12
13289,2001,574,393,181
13289,2002,544,528,16
13289,2003,499,567,-68
13289,2004,553,732,-179
13289,2005,532,607,-75
13289,2006,478,565,-87
13289,2007,498,526,-28
13289,2008,475,578,-103
13289,2009,445,629,-184
13289,2010,469,552,-83
13291,1990,590,368,222
13291,1991,770,400,370
13291,1992,699,481,218
13291,1993,828,475,353
13291,1994,1046,444,602
13291,1995,905,472,433
13291,1996,1010,483,527
13291,1997,1113,547,566
13291,1998,1138,611,527
13291,1999,1084,599,485
13291,2000,1007,655,352
13291,2001,1202,733,469
13291,2002,1272,658,614
13291,2003,1135,746,389
13291,2004,1172,735,437
13291,2005,1360,785,575
13291,2006,1159,708,451
13291,2007,1157,833,324
13291,2008,973,806,167
13291,2009,982,805,177
13291,2010,977,889,88
13293,1990,1195,1254,-59
13293,1991,990,992,-2
13293,1992,997,960,37
13293,1993,1140,916,224
13293,1994,1020,864,156
13293,1995,860,823,37
13293,1996,1015,834,181
13293,1997,872,935,-63
13293,1998,956,944,12
13293,1999,1059,966,93
13293,2000,1095,1018,77
13293,2001,886,961,-75
13293,2002,1007,921,86
13293,2003,1044,933,111
13293,2004,981,976,5
13293,2005,1056,1037,19
13293,2006,1023,928,95
13293,2007,1015,1040,-25
13293,2008,1116,1027,89
13293,2009,899,977,-78
13293,2010,1038,1009,29
13295,1990,3308,3064,244
13295,1991,3537,3297,240
13295,1992,3464,3364,100
13295,1993,3534,3297,237
13295,1994,3738,3316,422
13295,1995,3405,3274,131
13295,1996,3410,3085,325
13295,1997,3402,3111,291
13295,1998,3246,3153,93
13295,1999,3540,3388,152
13295,2000,3596,3105,491
13295,2001,3469,3334,135
13295,2002,3579,3160,419
13295,2003,3540,3028,512
13295,2004,3472,3010,462
13295,2005,3629,3077,552
13295,2006,3529,2902,627
13295,2007,3546,3173,373
13295,2008,3272,3035,237
13295,2009,3260,3070,190
13295,2010,3140,3202,-62
13297,1990,2323,1794,529
13297,1991,2180,1821,359
13297,1992,2497,1692,805
13297,1993,2618,1749,869
13297,1994,2822,1925,897
13297,1995,2687,1494,1193
13297,1996,2721,1729,992
13297,1997,5178,1878,3300
13297,1998,4132,2019,2113
13297,1999,4078,2219,1859
13297,2000,3837,2495,1342
13297,2001,3825,2573,1252
13297,2002,3711,2758,953
13297,2003,4051,2907,1144
13297,2004,5746,3383,2363
13297,2005,6146,3787,2359
13297,2006,6312,3766,2546
13297,2007,6036,4312,1724
13297,2008,4717,4064,653
13297,2009,4804,4298,506
13297,2010,4606,4445,161
13299,1990,1595,1629,-34
13299,1991,1726,1550,176
13299,1992,1838,1719,119
13299,1993,1605,1779,-174
13299,1994,1672,1651,21
13299,1995,1448,1629,-181
13299,1996,1678,1537,141
13299,1997,1494,1724,-230
13299,1998,1476,1675,-199
13299,1999,1407,1671,-264
13299,2000,1433,1536,-103
13299,2001,1495,1574,-79
13299,2002,1408,1454,-46
13299,2003,1517,1676,-159
13299,2004,1506,1562,-56
13299,2005,1725,1704,21
13299,2006,1645,1660,-15
13299,2007,1665,1851,-186
13299,2008,1656,1752,-96
13299,2009,1645,1647,-2
13299,2010,1714,1756,-42
13301,1990,284,293,-9
13301,1991,298,359,-61
13301,1992,352,266,86
13301,1993,333,339,-6
13301,1994,275,321,-46
13301,1995,268,301,-33
13301,1996,284,241,43
13301,1997,340,289,51
13301,1998,324,332,-8
13301,1999,241,317,-76
13301,2000,312,302,10
13301,2001,281,317,-36
13301,2002,270,331,-61
13301,2003,294,270,24
13301,2004,278,341,-63
13301,2005,276,390,-114
13301,2006,317,311,6
13301,2007,296,355,-59
13301,2008,308,345,-37
13301,2009,222,321,-99
13301,2010,231,283,-52
13303,1990,593,594,-1
13303,1991,612,594,18
13303,1992,631,617,14
13303,1993,589,537,52
13303,1994,609,618,-9
13303,1995,532,554,-22
13303,1996,649,539,110
13303,1997,522,595,-73
13303,1998,616,641,-25
13303,1999,552,548,4
13303,2000,534,646,-112
13303,2001,467,658,-191
13303,2002,567,587,-20
13303,2003,543,552,-9
13303,2004,522,603,-81
13303,2005,625,645,-20
13303,2006,629,571,58
13303,2007,634,626,8
13303,2008,630,655,-25
13303,2009,513,642,-129
13303,2010,551,622,-71
13305,1990,1316,838,478
13305,1991,1274,986,288
13305,1992,1222,1188,34
13305,1993,1024,920,104
13305,1994,1141,909,232
13305,1995,1059,1114,-55
13305,1996,1203,1021,182
13305,1997,1162,933,229
13305,1998,1121,992,129
13305,1999,1052,985,67
13305,2000,1128,979,149
13305,2001,1097,1039,58
13305,2002,1193,925,268
13305,2003,1192,946,246
13305,2004,1233,1053,180
13305,2005,1271,1029,242
13305,2006,1344,1101,243
13305,2007,1343,1126,217
13305,2008,1376,1323,53
13305,2009,1194,1228,-34
13305,2010,1338,1228,110
13307,1990,0,0,0
13307,1991,0,133,-133
13307,1992,98,82,16
13307,1993,117,93,24
13307,1994,103,101,2
13307,1995,98,173,-75
13307,1996,151,86,65
13307,1997,84,178,-94
13307,1998,136,100,36
13307,1999,89,104,-15
13307,2000,69,143,-74
13307,2001,101,142,-41
13307,2002,144,116,28
13307,2003,121,133,-12
13307,2004,126,130,-4
13307,2005,168,126,42
13307,2006,159,123,36
13307,2007,114,128,-14
13307,2008,112,128,-16
13307,2009,118,186,-68
13307,2010,136,116,20
13309,1990,211,216,-5
13309,1991,219,278,-59
13309,1992,284,245,39
13309,1993,280,374,-94
13309,1994,286,279,7
13309,1995,356,261,95
13309,1996,292,244,48
13309,1997,220,301,-81
13309,1998,221,276,-55
13309,1999,244,292,-48
13309,2000,231,225,6
13309,2001,213,250,-37
13309,2002,221,214,7
13309,2003,229,265,-36
13309,2004,234,324,-90
13309,2005,257,259,-2
13309,2006,208,260,-52
13309,2007,229,229,0
13309,2008,251,206,45
13309,2009,213,289,-76
13309,2010,225,243,-18
13311,1990,792,599,193
13311,1991,926,538,388
13311,1992,888,698,190
13311,1993,1022,651,371
13311,1994,1190,589,601
13311,1995,1334,719,615
13311,1996,1279,725,554
13311,1997,1324,874,450
13311,1998,1441,898,543
13311,1999,1585,1008,577
13311,2000,1604,1011,593
13311,2001,1827,1054,773
13311,2002,1638,1132,506
13311,2003,1676,1145,531
13311,2004,1561,1229,332
13311,2005,1821,1380,441
13311,2006,1681,1292,389
13311,2007,1601,1414,187
13311,2008,1468,1385,83
13311,2009,1339,1237,102
13311,2010,1340,1352,-12
13313,1990,4085,4308,-223
13313,1991,4098,4042,56
13313,1992,4582,4009,573
13313,1993,4961,4125,836
13313,1994,5121,4497,624
13313,1995,4655,4488,167
13313,1996,4713,4517,196
13313,1997,4416,4833,-417
13313,1998,4761,4869,-108
13313,1999,5049,4964,85
13313,2000,4609,5088,-479
13313,2001,4308,5136,-828
13313,2002,4296,5081,-785
13313,2003,4212,4678,-466
13313,2004,4243,4533,-290
13313,2005,4546,4730,-184
13313,2006,4284,4617,-333
13313,2007,4155,4679,-524
13313,2008,3965,5423,-1458
13313,2009,4204,4492,-288
13313,2010,4016,4415,-399
13315,1990,279,278,1
13315,1991,328,366,-38
13315,1992,292,299,-7
13315,1993,359,292,67
13315,1994,356,317,39
13315,1995,324,264,60
13315,1996,293,273,20
13315,1997,290,295,-5
13315,1998,280,266,14
13315,1999,255,320,-65
13315,2000,330,255,75
13315,2001,264,392,-128
13315,2002,332,290,42
13315,2003,274,295,-21
13315,2004,243,315,-72
13315,2005,289,303,-14
13315,2006,299,315,-16
13315,2007,275,329,-54
13315,2008,355,314,41
13315,2009,316,306,10
13315,2010,365,333,32
13317,1990,419,426,-7
13317,1991,452,394,58
13317,1992,447,416,31
13317,1993,403,457,-54
13317,1994,459,422,37
13317,1995,403,365,38
13317,1996,433,411,22
13317,1997,361,406,-45
13317,1998,350,441,-91
13317,1999,356,414,-58
13317,2000,401,423,-22
13317,2001,411,397,14
13317,2002,379,384,-5
13317,2003,369,438,-69
13317,2004,380,441,-61
13317,2005,400,395,5
13317,2006,310,371,-61
13317,2007,387,408,-21
13317,2008,341,372,-31
13317,2009,384,352,32
13317,2010,351,404,-53
13319,1990,433,498,-65
13319,1991,525,537,-12
13319,1992,614,463,151
13319,1993,443,540,-97
13319,1994,534,453,81
13319,1995,372,297,75
13319,1996,364,370,-6
13319,1997,425,407,18
13319,1998,469,453,16
13319,1999,421,434,-13
13319,2000,396,407,-11
13319,2001,369,439,-70
13319,2002,317,384,-67
13319,2003,397,430,-33
13319,2004,396,516,-120
13319,2005,407,505,-98
13319,2006,430,415,15
13319,2007,401,519,-118
13319,2008,538,496,42
13319,2009,434,550,-116
13319,2010,434,475,-41
13321,1990,1009,941,68
13321,1991,1113,929,184
13321,1992,1100,979,121
13321,1993,1092,894,198
13321,1994,1233,1007,226
13321,1995,1168,851,317
13321,1996,1131,973,158
13321,1997,1097,1070,27
13321,1998,1022,1080,-58
13321,1999,920,1070,-150
13321,2000,998,1000,-2
13321,2001,798,1009,-211
13321,2002,883,882,1
13321,2003,914,910,4
13321,2004,1085,1139,-54
13321,2005,1090,1100,-10
13321,2006,949,1111,-162
13321,2007,1116,1136,-20
13321,2008,1096,1083,13
13321,2009,977,1134,-157
13321,2010,1198,1177,21
15001,1990,6877,4513,2364
15001,1991,6440,4767,1673
15001,1992,5925,4767,1158
15001,1993,5171,4655,516
15001,1994,4941,4452,489
15001,1995,4310,4280,30
15001,1996,4414,3907,507
15001,1997,4115,4186,-71
15001,1998,4242,4482,-240
15001,1999,4714,4068,646
15001,2000,5007,4126,881
15001,2001,5459,4090,1369
15001,2002,5863,3945,1918
15001,2003,6227,4123,2104
15001,2004,7016,4308,2708
15001,2005,7198,4607,2591
15001,2006,6612,4964,1648
15001,2007,6877,5648,1229
15001,2008,5521,5890,-369
15001,2009,5193,5281,-88
15001,2010,5405,5076,329
15003,1990,44605,50851,-6246
15003,1991,48804,49048,-244
15003,1992,49384,56120,-6736
15003,1993,44090,50406,-6316
15003,1994,43174,52464,-9290
15003,1995,39966,50463,-10497
15003,1996,38461,47421,-8960
15003,1997,38817,48578,-9761
15003,1998,34756,48155,-13399
15003,1999,34763,46258,-11495
15003,2000,39677,43471,-3794
15003,2001,40927,41198,-271
15003,2002,39910,41316,-1406
15003,2003,39117,41809,-2692
15003,2004,38378,40150,-1772
15003,2005,44358,46971,-2613
15003,2006,37386,46734,-9348
15003,2007,40568,45220,-4652
15003,2008,42368,46120,-3752
15003,2009,41654,42738,-1084
15003,2010,44148,45104,-956
15005,1990,0,0,0
15005,1991,0,0,0
15005,1992,0,0,0
15005,1993,0,0,0
15005,1994,0,0,0
15005,1995,0,0,0
15005,1996,0,0,0
15005,1997,0,0,0
15005,1998,0,0,0
15005,1999,0,0,0
15005,2000,0,0,0
15005,2001,0,0,0
15005,2002,0,0,0
15005,2003,0,0,0
15005,2004,0,0,0
15005,2005,0,0,0
15005,2006,0,0,0
15005,2007,0,0,0
15005,2008,0,0,0
15005,2009,0,0,0
15005,2010,0,0,0
15007,1990,2676,2013,663
15007,1991,2261,2159,102
15007,1992,2493,2315,178
15007,1993,2185,2303,-118
15007,1994,1999,2194,-195
15007,1995,1696,1820,-124
15007,1996,1341,1950,-609
15007,1997,1483,1866,-383
15007,1998,1678,1682,-4
15007,1999,1724,1842,-118
15007,2000,1794,1720,74
15007,2001,1904,1650,254
15007,2002,1958,1767,191
15007,2003,2130,1548,582
15007,2004,2093,1931,162
15007,2005,2114,2078,36
15007,2006,2352,2017,335
15007,2007,2443,2030,413
15007,2008,2038,1951,87
15007,2009,1941,1962,-21
15007,2010,2010,1984,26
15009,1990,5124,3850,1274
15009,1991,5038,4310,728
15009,1992,5345,4436,909
15009,1993,4875,4263,612
15009,1994,4943,4193,750
15009,1995,4223,4023,200
15009,1996,4004,4142,-138
15009,1997,3904,4088,-184
15009,1998,4138,4350,-212
15009,1999,4612,3860,752
15009,2000,5071,4055,1016
15009,2001,4630,4599,31
15009,2002,4900,4172,728
15009,2003,5085,4448,637
15009,2004,5097,4978,119
15009,2005,5190,5129,61
15009,2006,4961,5035,-74
15009,2007,5614,4983,631
15009,2008,4639,5358,-719
15009,2009,4182,4787,-605
15009,2010,4588,4407,181
16001,1990,15173,9929,5244
16001,1991,14525,9963,4562
16001,1992,16829,9773,7056
16001,1993,17606,11169,6437
16001,1994,17561,12501,5060
16001,1995,30481,12786,17695
16001,1996,17113,13515,3598
16001,1997,18239,13545,4694
16001,1998,17324,14868,2456
16001,1999,18316,14699,3617
16001,2000,18988,14908,4080
16001,2001,18171,15749,2422
16001,2002,17605,16084,1521
16001,2003,18522,15796,2726
16001,2004,22722,15768,6954
16001,2005,25087,17435,7652
16001,2006,22770,17682,5088
16001,2007,20556,18681,1875
16001,2008,18517,17770,747
16001,2009,16918,16621,297
16001,2010,19194,16270,2924
16003,1990,260,221,39
16003,1991,377,226,151
16003,1992,326,210,116
16003,1993,303,211,92
16003,1994,268,286,-18
16003,1995,290,258,32
16003,1996,220,285,-65
16003,1997,266,268,-2
16003,1998,245,243,2
16003,1999,213,239,-26
16003,2000,245,260,-15
16003,2001,262,225,37
16003,2002,268,225,43
16003,2003,251,224,27
16003,2004,328,240,88
16003,2005,242,264,-22
16003,2006,286,225,61
16003,2007,243,233,10
16003,2008,202,231,-29
16003,2009,168,237,-69
16003,2010,227,205,22
16005,1990,4185,4249,-64
16005,1991,4383,3752,631
16005,1992,4307,3875,432
16005,1993,4001,3757,244
16005,1994,4020,3948,72
16005,1995,3743,4105,-362
16005,1996,3807,4193,-386
16005,1997,4201,4666,-465
16005,1998,4094,4401,-307
16005,1999,3918,4712,-794
16005,2000,4183,4630,-447
16005,2001,3955,4731,-776
16005,2002,3731,4630,-899
16005,2003,3847,4365,-518
16005,2004,4125,4756,-631
16005,2005,4396,4532,-136
16005,2006,4179,4514,-335
16005,2007,4306,4411,-105
16005,2008,4545,4417,128
16005,2009,3802,4006,-204
16005,2010,3829,4148,-319
16007,1990,255,288,-33
16007,1991,360,241,119
16007,1992,259,231,28
16007,1993,294,291,3
16007,1994,359,242,117
16007,1995,252,337,-85
16007,1996,281,257,24
16007,1997,286,335,-49
16007,1998,325,301,24
16007,1999,309,301,8
16007,2000,319,338,-19
16007,2001,251,390,-139
16007,2002,293,285,8
16007,2003,238,275,-37
16007,2004,254,311,-57
16007,2005,315,328,-13
16007,2006,297,321,-24
16007,2007,305,319,-14
16007,2008,278,307,-29
16007,2009,228,340,-112
16007,2010,260,248,12
16009,1990,520,514,6
16009,1991,511,456,55
16009,1992,572,401,171
16009,1993,641,450,191
16009,1994,622,408,214
16009,1995,569,471,98
16009,1996,498,493,5
16009,1997,535,484,51
16009,1998,486,532,-46
16009,1999,509,454,55
16009,2000,446,630,-184
16009,2001,430,474,-44
16009,2002,451,451,0
16009,2003,492,575,-83
16009,2004,499,409,90
16009,2005,596,466,130
16009,2006,477,454,23
16009,2007,509,426,83
16009,2008,387,513,-126
16009,2009,368,379,-11
16009,2010,403,490,-87
16011,1990,2186,1817,369
16011,1991,2573,1983,590
16011,1992,2279,2159,120
16011,1993,2233,2244,-11
16011,1994,1982,2376,-394
16011,1995,2112,2386,-274
16011,1996,2037,2335,-298
16011,1997,2160,2453,-293
16011,1998,2192,2552,-360
16011,1999,2222,2513,-291
16011,2000,2200,2308,-108
16011,2001,2172,2512,-340
16011,2002,2355,2336,19
16011,2003,2347,2559,-212
16011,2004,2414,2393,21
16011,2005,2320,2570,-250
16011,2006,2402,2438,-36
16011,2007,2421,2328,93
16011,2008,2529,2449,80
16011,2009,2403,2213,190
16011,2010,2115,2242,-127
16013,1990,1330,1042,288
16013,1991,1221,989,232
16013,1992,1317,1025,292
16013,1993,1519,1100,419
16013,1994,1306,1056,250
16013,1995,1349,1127,222
16013,1996,1272,1263,9
16013,1997,1082,1209,-127
16013,1998,1128,1197,-69
16013,1999,1215,1033,182
16013,2000,1374,1086,288
16013,2001,1236,997,239
16013,2002,1258,1124,134
16013,2003,1239,1182,57
16013,2004,1102,1240,-138
16013,2005,1239,1209,30
16013,2006,1078,1193,-115
16013,2007,1128,1143,-15
16013,2008,1051,1147,-96
16013,2009,799,1205,-406
16013,2010,760,1082,-322
16015,1990,389,275,114
16015,1991,460,292,168
16015,1992,480,290,190
16015,1993,529,344,185
16015,1994,513,315,198
16015,1995,477,343,134
16015,1996,402,343,59
16015,1997,438,405,33
16015,1998,1364,364,1000
16015,1999,722,502,220
16015,2000,601,490,111
16015,2001,557,487,70
16015,2002,580,468,112
16015,2003,527,460,67
16015,2004,636,579,57
16015,2005,667,527,140
16015,2006,558,428,130
16015,2007,462,438,24
16015,2008,411,482,-71
16015,2009,436,446,-10
16015,2010,442,416,26
16017,1990,2114,1320,794
16017,1991,2127,1401,726
16017,1992,2442,1424,1018
16017,1993,2620,1362,1258
16017,1994,2538,1643,895
16017,1995,2160,1491,669
16017,1996,2238,1671,567
16017,1997,2223,1890,333
16017,1998,2406,1919,487
16017,1999,2378,1843,535
16017,2000,2144,1938,206
16017,2001,2470,1762,708
16017,2002,2482,1750,732
16017,2003,2554,2074,480
16017,2004,2657,1915,742
16017,2005,2438,1976,462
16017,2006,2304,1790,514
16017,2007,2144,1875,269
16017,2008,1943,1940,3
16017,2009,1929,1772,157
16017,2010,1953,1979,-26
