origin,year,nMigr
01001,1990,2591
01001,1991,2393
01001,1992,2726
01001,1993,2520
01001,1994,2669
01001,1995,2895
01001,1996,2961
01001,1997,3162
01001,1998,3226
01001,1999,3389
01001,2000,3308
01001,2001,3532
01001,2002,3672
01001,2003,3799
01001,2004,3903
01001,2005,4214
01001,2006,4155
01001,2007,4247
01001,2008,4231
01001,2009,3767
01001,2010,4233
01001,2011,1395
01001,2012,1094
01001,2013,1035
01001,2014,746
01001,2015,906
01001,2016,1312
01001,2017,1058
01001,2018,931
01001,2019,1020
01001,2020,1119
01001,2021,1071
01003,1990,4030
01003,1991,3911
01003,1992,4071
01003,1993,4187
01003,1994,4651
01003,1995,4924
01003,1996,4935
01003,1997,5189
01003,1998,5576
01003,1999,5670
01003,2000,5934
01003,2001,6055
01003,2002,5955
01003,2003,5784
01003,2004,6236
01003,2005,6917
01003,2006,6780
01003,2007,7325
01003,2008,6868
01003,2009,6709
01003,2010,7430
01003,2011,2517
01003,2012,2598
01003,2013,2039
01003,2014,1513
01003,2015,1824
01003,2016,2479
01003,2017,2082
01003,2018,1950
01003,2019,2198
01003,2020,2379
01003,2021,2350
01005,1990,1130
01005,1991,1065
01005,1992,1111
01005,1993,1148
01005,1994,1122
01005,1995,1078
01005,1996,1197
01005,1997,1094
01005,1998,1286
01005,1999,1156
01005,2000,1311
01005,2001,1269
01005,2002,1224
01005,2003,1289
01005,2004,1206
01005,2005,1196
01005,2006,1135
01005,2007,1243
01005,2008,1149
01005,2009,1171
01005,2010,1112
01005,2011,430
01005,2012,363
01005,2013,244
01005,2014,155
01005,2015,217
01005,2016,274
01005,2017,198
01005,2018,152
01005,2019,194
01005,2020,220
01005,2021,195
01007,1990,621
01007,1991,673
01007,1992,789
01007,1993,796
01007,1994,817
01007,1995,753
01007,1996,874
01007,1997,875
01007,1998,898
01007,1999,931
01007,2000,899
01007,2001,1044
01007,2002,875
01007,2003,897
01007,2004,896
01007,2005,982
01007,2006,921
01007,2007,1048
01007,2008,1038
01007,2009,977
01007,2010,996
01007,2011,373
01007,2012,322
01007,2013,276
01007,2014,206
01007,2015,284
01007,2016,344
01007,2017,318
01007,2018,252
01007,2019,301
01007,2020,272
01007,2021,352
01009,1990,1643
01009,1991,1824
01009,1992,1581
01009,1993,1820
01009,1994,1696
01009,1995,1732
01009,1996,1915
01009,1997,1899
01009,1998,2090
01009,1999,2208
01009,2000,2144
01009,2001,2221
01009,2002,2080
01009,2003,2303
01009,2004,2208
01009,2005,2251
01009,2006,2215
01009,2007,2292
01009,2008,2486
01009,2009,2293
01009,2010,2267
01009,2011,929
01009,2012,943
01009,2013,770
01009,2014,687
01009,2015,727
01009,2016,941
01009,2017,828
01009,2018,784
01009,2019,918
01009,2020,830
01009,2021,865
01011,1990,509
01011,1991,487
01011,1992,514
01011,1993,518
01011,1994,513
01011,1995,357
01011,1996,531
01011,1997,449
01011,1998,464
01011,1999,504
01011,2000,539
01011,2001,483
01011,2002,416
01011,2003,430
01011,2004,368
01011,2005,381
01011,2006,363
01011,2007,451
01011,2008,374
01011,2009,382
01011,2010,446
01011,2011,142
01011,2012,154
01011,2013,71
01011,2014,60
01011,2015,56
01011,2016,75
01011,2017,62
01011,2018,51
01011,2019,107
01011,2020,73
01011,2021,50
01013,1990,809
01013,1991,740
01013,1992,763
01013,1993,834
01013,1994,850
01013,1995,933
01013,1996,763
01013,1997,841
01013,1998,864
01013,1999,907
01013,2000,813
01013,2001,782
01013,2002,718
01013,2003,706
01013,2004,689
01013,2005,769
01013,2006,772
01013,2007,794
01013,2008,859
01013,2009,739
01013,2010,748
01013,2011,225
01013,2012,178
01013,2013,135
01013,2014,82
01013,2015,85
01013,2016,192
01013,2017,100
01013,2018,114
01013,2019,75
01013,2020,111
01013,2021,87
01015,1990,6632
01015,1991,5743
01015,1992,6789
01015,1993,6667
01015,1994,6416
01015,1995,6493
01015,1996,5931
01015,1997,6405
01015,1998,6281
01015,1999,8588
01015,2000,5034
01015,2001,4744
01015,2002,4403
01015,2003,4591
01015,2004,4199
01015,2005,4437
01015,2006,4389
01015,2007,4557
01015,2008,4196
01015,2009,4173
01015,2010,4478
01015,2011,1661
01015,2012,1522
01015,2013,1260
01015,2014,1061
01015,2015,1263
01015,2016,1710
01015,2017,1290
01015,2018,1286
01015,2019,1401
01015,2020,1427
01015,2021,1291
01017,1990,1453
01017,1991,1380
01017,1992,1587
01017,1993,1491
01017,1994,1502
01017,1995,1787
01017,1996,1866
01017,1997,1602
01017,1998,1752
01017,1999,1611
01017,2000,1615
01017,2001,1703
01017,2002,1594
01017,2003,1542
01017,2004,1497
01017,2005,1646
01017,2006,1483
01017,2007,1853
01017,2008,1443
01017,2009,1505
01017,2010,1521
01017,2011,650
01017,2012,669
01017,2013,565
01017,2014,425
01017,2015,499
01017,2016,571
01017,2017,450
01017,2018,493
01017,2019,548
01017,2020,421
01017,2021,480
01019,1990,830
01019,1991,786
01019,1992,697
01019,1993,837
01019,1994,770
01019,1995,941
01019,1996,970
01019,1997,909
01019,1998,1027
01019,1999,927
01019,2000,935
01019,2001,886
01019,2002,907
01019,2003,883
01019,2004,859
01019,2005,915
01019,2006,961
01019,2007,948
01019,2008,906
01019,2009,755
01019,2010,857
01019,2011,272
01019,2012,287
01019,2013,214
01019,2014,208
01019,2015,234
01019,2016,248
01019,2017,241
01019,2018,271
01019,2019,236
01019,2020,253
01019,2021,262
01021,1990,963
01021,1991,1109
01021,1992,1167
01021,1993,941
01021,1994,1090
01021,1995,1148
01021,1996,1065
01021,1997,1247
01021,1998,1319
01021,1999,1203
01021,2000,1402
01021,2001,1350
01021,2002,1246
01021,2003,1319
01021,2004,1432
01021,2005,1596
01021,2006,1471
01021,2007,1760
01021,2008,1705
01021,2009,1630
01021,2010,1656
01021,2011,555
01021,2012,566
01021,2013,491
01021,2014,422
01021,2015,414
01021,2016,510
01021,2017,505
01021,2018,441
01021,2019,482
01021,2020,468
01021,2021,421
01023,1990,504
01023,1991,527
01023,1992,581
01023,1993,541
01023,1994,554
01023,1995,677
01023,1996,507
01023,1997,549
01023,1998,658
01023,1999,583
01023,2000,509
01023,2001,569
01023,2002,492
01023,2003,491
01023,2004,585
01023,2005,439
01023,2006,483
01023,2007,484
01023,2008,476
01023,2009,403
01023,2010,553
01023,2011,73
01023,2012,95
01023,2013,26
01023,2015,25
01023,2016,26
01023,2017,27
01023,2019,20
01023,2020,20
01025,1990,1025
01025,1991,1015
01025,1992,1039
01025,1993,938
01025,1994,1100
01025,1995,1064
01025,1996,1020
01025,1997,1107
01025,1998,948
01025,1999,1013
01025,2000,1093
01025,2001,1069
01025,2002,915
01025,2003,942
01025,2004,973
01025,2005,879
01025,2006,962
01025,2007,1071
01025,2008,1044
01025,2009,952
01025,2010,919
01025,2011,281
01025,2012,288
01025,2013,221
01025,2014,206
01025,2015,197
01025,2016,260
01025,2017,173
01025,2018,204
01025,2019,227
01025,2020,222
01025,2021,144
01027,1990,488
01027,1991,550
01027,1992,540
01027,1993,536
01027,1994,591
01027,1995,517
01027,1996,516
01027,1997,544
01027,1998,677
01027,1999,515
01027,2000,626
01027,2001,592
01027,2002,582
01027,2003,590
01027,2004,539
01027,2005,618
01027,2006,523
01027,2007,649
01027,2008,588
01027,2009,729
01027,2010,571
01027,2011,215
01027,2012,147
01027,2013,110
01027,2014,122
01027,2015,138
01027,2016,185
01027,2017,148
01027,2018,153
01027,2019,119
01027,2020,138
01027,2021,150
01029,1990,613
01029,1991,516
01029,1992,554
01029,1993,528
01029,1994,569
01029,1995,590
01029,1996,500
01029,1997,584
01029,1998,571
01029,1999,639
01029,2000,640
01029,2001,541
01029,2002,570
01029,2003,686
01029,2004,652
01029,2005,619
01029,2006,589
01029,2007,654
01029,2008,683
01029,2009,660
01029,2010,717
01029,2011,218
01029,2012,187
01029,2013,192
01029,2014,131
01029,2015,177
01029,2016,215
01029,2017,203
01029,2018,137
01029,2019,178
01029,2020,170
01029,2021,148
01031,1990,3580
01031,1991,3332
01031,1992,3832
01031,1993,3661
01031,1994,3771
01031,1995,3587
01031,1996,3313
01031,1997,3104
01031,1998,3542
01031,1999,3509
01031,2000,3389
01031,2001,3472
01031,2002,3416
01031,2003,3192
01031,2004,3272
01031,2005,3547
01031,2006,3388
01031,2007,3538
01031,2008,3796
01031,2009,3925
01031,2010,4306
01031,2011,1153
01031,2012,1210
01031,2013,781
01031,2014,562
01031,2015,745
01031,2016,1169
01031,2017,741
01031,2018,720
01031,2019,839
01031,2020,888
01031,2021,898
01033,1990,2269
01033,1991,2369
01033,1992,2182
01033,1993,2403
01033,1994,2321
01033,1995,2185
01033,1996,2321
01033,1997,2609
01033,1998,2501
01033,1999,2235
01033,2000,2165
01033,2001,2281
01033,2002,2158
01033,2003,2070
01033,2004,2146
01033,2005,2202
01033,2006,2212
01033,2007,2331
01033,2008,2296
01033,2009,2064
01033,2010,2332
01033,2011,814
01033,2012,826
01033,2013,686
01033,2014,543
01033,2015,724
01033,2016,924
01033,2017,715
01033,2018,758
01033,2019,784
01033,2020,741
01033,2021,755
01035,1990,638
01035,1991,717
01035,1992,635
01035,1993,592
01035,1994,641
01035,1995,648
01035,1996,632
01035,1997,598
01035,1998,541
01035,1999,645
01035,2000,634
01035,2001,637
01035,2002,581
01035,2003,600
01035,2004,567
01035,2005,507
01035,2006,548
01035,2007,705
01035,2008,542
01035,2009,454
01035,2010,489
01035,2011,166
01035,2012,142
01035,2013,100
01035,2014,95
01035,2015,96
01035,2016,108
01035,2017,94
01035,2018,95
01035,2019,67
01035,2020,94
01035,2021,73
01037,1990,579
01037,1991,679
01037,1992,658
01037,1993,708
01037,1994,643
01037,1995,866
01037,1996,829
01037,1997,799
01037,1998,861
01037,1999,811
01037,2000,836
01037,2001,831
01037,2002,659
01037,2003,812
01037,2004,744
01037,2005,726
01037,2006,695
01037,2007,690
01037,2008,811
01037,2009,636
01037,2010,710
01037,2011,212
01037,2012,256
01037,2013,166
01037,2014,149
01037,2015,201
01037,2016,209
01037,2017,177
01037,2018,144
01037,2019,164
01037,2020,146
01037,2021,139
01039,1990,1335
01039,1991,1386
01039,1992,1531
01039,1993,1590
01039,1994,1322
01039,1995,1319
01039,1996,1424
01039,1997,1402
01039,1998,1308
01039,1999,1499
01039,2000,1518
01039,2001,1304
01039,2002,1256
01039,2003,1182
01039,2004,1064
01039,2005,1309
01039,2006,1308
01039,2007,1474
01039,2008,1364
01039,2009,1252
01039,2010,1248
01039,2011,468
01039,2012,372
01039,2013,217
01039,2014,149
01039,2015,204
01039,2016,310
01039,2017,216
01039,2018,162
01039,2019,240
01039,2020,194
01039,2021,205
01041,1990,584
01041,1991,707
01041,1992,688
01041,1993,602
01041,1994,607
01041,1995,644
01041,1996,659
01041,1997,689
01041,1998,603
01041,1999,638
01041,2000,631
01041,2001,669
01041,2002,663
01041,2003,687
01041,2004,587
01041,2005,610
01041,2006,653
01041,2007,670
01041,2008,610
01041,2009,727
01041,2010,614
01041,2011,294
01041,2012,200
01041,2013,123
01041,2014,125
01041,2015,134
01041,2016,169
01041,2017,134
01041,2018,163
01041,2019,107
01041,2020,142
01041,2021,156
01043,1990,2042
01043,1991,2012
01043,1992,2213
01043,1993,2165
01043,1994,2386
01043,1995,2213
01043,1996,2511
01043,1997,2390
01043,1998,2544
01043,1999,2588
01043,2000,2660
01043,2001,2555
01043,2002,2479
01043,2003,2448
01043,2004,2550
01043,2005,2528
01043,2006,2416
01043,2007,2367
01043,2008,2656
01043,2009,2439
01043,2010,2678
01043,2011,928
01043,2012,769
01043,2013,716
01043,2014,580
01043,2015,708
01043,2016,864
01043,2017,783
01043,2018,720
01043,2019,811
01043,2020,859
01043,2021,826
01045,1990,6387
01045,1991,5530
01045,1992,6928
01045,1993,6070
01045,1994,6293
01045,1995,6268
01045,1996,5489
01045,1997,5241
01045,1998,5288
01045,1999,5353
01045,2000,5294
01045,2001,5396
01045,2002,5362
01045,2003,5582
01045,2004,5687
01045,2005,5466
01045,2006,5344
01045,2007,5318
01045,2008,5695
01045,2009,5199
01045,2010,5571
01045,2011,1335
01045,2012,1377
01045,2013,994
01045,2014,740
01045,2015,1068
01045,2016,1458
01045,2017,1184
01045,2018,1038
01045,2019,1190
01045,2020,1094
01045,2021,1136
01047,1990,1929
01047,1991,1821
01047,1992,1900
01047,1993,1934
01047,1994,1704
01047,1995,1777
01047,1996,1868
01047,1997,1843
01047,1998,1642
01047,1999,1791
01047,2000,1640
01047,2001,1798
01047,2002,1680
01047,2003,1587
01047,2004,1587
01047,2005,1639
01047,2006,1579
01047,2007,1583
01047,2008,1630
01047,2009,1299
01047,2010,1534
01047,2011,638
01047,2012,589
01047,2013,400
01047,2014,290
01047,2015,372
01047,2016,481
01047,2017,353
01047,2018,338
01047,2019,430
01047,2020,383
01047,2021,290
01049,1990,1880
01049,1991,2039
01049,1992,2066
01049,1993,2146
01049,1994,2831
01049,1995,2452
01049,1996,2483
01049,1997,2283
01049,1998,2863
01049,1999,2767
01049,2000,2795
01049,2001,2844
01049,2002,2346
01049,2003,2538
01049,2004,2291
01049,2005,2415
01049,2006,2313
01049,2007,2459
01049,2008,2642
01049,2009,2584
01049,2010,2474
01049,2011,934
01049,2012,807
01049,2013,643
01049,2014,538
01049,2015,680
01049,2016,769
01049,2017,742
01049,2018,644
01049,2019,686
01049,2020,689
01049,2021,689
01051,1990,2882
01051,1991,3073
01051,1992,3142
01051,1993,3327
01051,1994,3364
01051,1995,3186
01051,1996,3331
01051,1997,3440
01051,1998,3712
01051,1999,3714
01051,2000,3791
01051,2001,3688
01051,2002,3747
01051,2003,3961
01051,2004,3976
01051,2005,4529
01051,2006,4511
01051,2007,5132
01051,2008,4887
01051,2009,4539
01051,2010,4946
01051,2011,1949
01051,2012,1608
01051,2013,1378
01051,2014,986
01051,2015,1297
01051,2016,1730
01051,2017,1308
01051,2018,1349
01051,2019,1411
01051,2020,1359
01051,2021,1432
01053,1990,1404
01053,1991,1370
01053,1992,1438
01053,1993,1432
01053,1994,1466
01053,1995,1767
01053,1996,1401
01053,1997,1433
01053,1998,1543
01053,1999,1430
01053,2000,1377
01053,2001,1337
01053,2002,1443
01053,2003,1322
01053,2004,1446
01053,2005,1442
01053,2006,1284
01053,2007,1410
01053,2008,1468
01053,2009,1192
01053,2010,1398
01053,2011,435
01053,2012,407
01053,2013,308
01053,2014,291
01053,2015,310
01053,2016,407
01053,2017,373
01053,2018,311
01053,2019,387
01053,2020,384
01053,2021,326
01055,1990,3596
01055,1991,3714
01055,1992,3514
01055,1993,3446
01055,1994,3726
01055,1995,2953
01055,1996,3299
01055,1997,3509
01055,1998,3822
01055,1999,4127
01055,2000,3696
01055,2001,3381
01055,2002,3408
01055,2003,3398
01055,2004,3454
01055,2005,3408
01055,2006,3352
01055,2007,3537
01055,2008,3472
01055,2009,3143
01055,2010,3309
01055,2011,1157
01055,2012,1140
01055,2013,890
01055,2014,794
01055,2015,937
01055,2016,1223
01055,2017,1057
01055,2018,1007
01055,2019,1065
01055,2020,1121
01055,2021,1084
01057,1990,670
01057,1991,839
01057,1992,778
01057,1993,684
01057,1994,739
01057,1995,635
01057,1996,721
01057,1997,848
01057,1998,761
01057,1999,843
01057,2000,798
01057,2001,760
01057,2002,762
01057,2003,753
01057,2004,548
01057,2005,699
01057,2006,741
01057,2007,699
01057,2008,693
01057,2009,602
01057,2010,609
01057,2011,238
01057,2012,198
01057,2013,194
01057,2014,124
01057,2015,176
01057,2016,213
01057,2017,168
01057,2018,175
01057,2019,169
01057,2020,213
01057,2021,181
01059,1990,1071
01059,1991,1045
01059,1992,1122
01059,1993,1106
01059,1994,1254
01059,1995,1319
01059,1996,1250
01059,1997,1397
01059,1998,1310
01059,1999,1350
01059,2000,1329
01059,2001,1331
01059,2002,1161
01059,2003,1266
01059,2004,1114
01059,2005,1196
01059,2006,1289
01059,2007,1102
01059,2008,1399
01059,2009,1535
01059,2010,1963
01059,2011,541
01059,2012,483
01059,2013,372
01059,2014,342
01059,2015,279
01059,2016,443
01059,2017,377
01059,2018,329
01059,2019,365
01059,2020,358
01059,2021,364
01061,1990,1047
01061,1991,1336
01061,1992,1135
01061,1993,1153
01061,1994,1201
01061,1995,1104
01061,1996,1175
01061,1997,1179
01061,1998,1291
01061,1999,1347
01061,2000,1378
01061,2001,1299
01061,2002,1177
01061,2003,1146
01061,2004,1141
01061,2005,1274
01061,2006,1325
01061,2007,1241
01061,2008,1278
01061,2009,1179
01061,2010,1304
01061,2011,394
01061,2012,393
01061,2013,365
01061,2014,267
01061,2015,330
01061,2016,412
01061,2017,308
01061,2018,312
01061,2019,329
01061,2020,364
01061,2021,292
01063,1990,385
01063,1991,390
01063,1992,447
01063,1993,396
01063,1994,493
01063,1995,375
01063,1996,435
01063,1997,397
01063,1998,428
01063,1999,407
01063,2000,423
01063,2001,371
01063,2002,352
01063,2003,393
01063,2004,378
01063,2005,533
01063,2006,364
01063,2007,472
01063,2008,461
01063,2009,434
01063,2010,332
01063,2011,109
01063,2012,121
01063,2013,76
01063,2014,68
01063,2015,88
01063,2016,122
01063,2017,62
01063,2018,86
01063,2019,104
01063,2020,73
01063,2021,76
01065,1990,680
01065,1991,685
01065,1992,831
01065,1993,764
01065,1994,791
01065,1995,717
01065,1996,816
01065,1997,652
01065,1998,671
01065,1999,628
01065,2000,722
01065,2001,721
01065,2002,685
01065,2003,815
01065,2004,628
01065,2005,745
01065,2006,665
01065,2007,811
01065,2008,759
01065,2009,732
01065,2010,774
01065,2011,352
01065,2012,254
01065,2013,224
01065,2014,208
01065,2015,220
01065,2016,245
01065,2017,212
01065,2018,197
01065,2019,231
01065,2020,221
01065,2021,216
01067,1990,781
01067,1991,903
01067,1992,799
01067,1993,923
01067,1994,963
01067,1995,1190
01067,1996,848
01067,1997,890
01067,1998,917
01067,1999,806
01067,2000,892
01067,2001,841
01067,2002,819
01067,2003,837
01067,2004,837
01067,2005,883
01067,2006,843
01067,2007,861
01067,2008,894
01067,2009,869
01067,2010,875
01067,2011,288
01067,2012,272
01067,2013,292
01067,2014,196
01067,2015,232
01067,2016,279
01067,2017,250
01067,2018,252
01067,2019,226
01067,2020,276
01067,2021,269
01069,1990,4197
01069,1991,4164
01069,1992,4093
01069,1993,4413
01069,1994,4452
01069,1995,4560
01069,1996,4247
01069,1997,4422
01069,1998,4485
01069,1999,4624
01069,2000,4520
01069,2001,4335
01069,2002,4052
01069,2003,4356
01069,2004,4266
01069,2005,4596
01069,2006,4479
01069,2007,4773
01069,2008,4870
01069,2009,4816
01069,2010,5261
01069,2011,1996
01069,2012,1907
01069,2013,1494
01069,2014,1080
01069,2015,1266
01069,2016,1761
01069,2017,1315
01069,2018,1297
01069,2019,1457
01069,2020,1501
01069,2021,1447
01071,1990,1831
01071,1991,1915
01071,1992,1969
01071,1993,2071
01071,1994,2173
01071,1995,1805
01071,1996,2023
01071,1997,1771
01071,1998,1999
01071,1999,1912
01071,2000,1838
01071,2001,1973
01071,2002,1799
01071,2003,1863
01071,2004,1809
01071,2005,1719
01071,2006,1770
01071,2007,1673
01071,2008,1792
01071,2009,1683
01071,2010,1584
01071,2011,554
01071,2012,547
01071,2013,501
01071,2014,443
01071,2015,442
01071,2016,586
01071,2017,522
01071,2018,480
01071,2019,521
01071,2020,507
01071,2021,518
01073,1990,22481
01073,1991,22664
01073,1992,23635
01073,1993,23399
01073,1994,23479
01073,1995,23751
01073,1996,25015
01073,1997,24516
01073,1998,25539
01073,1999,25148
01073,2000,24742
01073,2001,24590
01073,2002,23864
01073,2003,24242
01073,2004,24875
01073,2005,25042
01073,2006,25903
01073,2007,25609
01073,2008,24407
01073,2009,23007
01073,2010,23059
01073,2011,11861
01073,2012,11530
01073,2013,9780
01073,2014,7310
01073,2015,9736
01073,2016,13076
01073,2017,10009
01073,2018,9841
01073,2019,11028
01073,2020,11518
01073,2021,11280
01075,1990,619
01075,1991,681
01075,1992,596
01075,1993,645
01075,1994,662
01075,1995,657
01075,1996,577
01075,1997,595
01075,1998,580
01075,1999,608
01075,2000,719
01075,2001,655
01075,2002,638
01075,2003,583
01075,2004,591
01075,2005,658
01075,2006,524
01075,2007,615
01075,2008,480
01075,2009,522
01075,2010,555
01075,2011,152
01075,2012,139
01075,2013,88
01075,2014,69
01075,2015,107
01075,2016,125
01075,2017,101
01075,2018,94
01075,2019,73
01075,2020,150
01075,2021,131
01077,1990,2887
01077,1991,2905
01077,1992,2944
01077,1993,3223
01077,1994,3170
01077,1995,2892
01077,1996,3255
01077,1997,3223
01077,1998,3284
01077,1999,3234
01077,2000,3354
01077,2001,3192
01077,2002,2938
01077,2003,2956
01077,2004,3104
01077,2005,3037
01077,2006,3023
01077,2007,3194
01077,2008,3274
01077,2009,2983
01077,2010,3071
01077,2011,1102
01077,2012,1104
01077,2013,937
01077,2014,750
01077,2015,969
01077,2016,1209
01077,2017,1002
01077,2018,977
01077,2019,1089
01077,2020,1070
01077,2021,1113
01079,1990,1146
01079,1991,1379
01079,1992,1228
01079,1993,1389
01079,1994,1157
01079,1995,1351
01079,1996,1322
01079,1997,1362
01079,1998,1289
01079,1999,1312
01079,2000,1378
01079,2001,1420
01079,2002,1334
01079,2003,1345
01079,2004,1291
01079,2005,1361
01079,2006,1286
01079,2007,1332
01079,2008,1271
01079,2009,1280
01079,2010,1270
01079,2011,454
01079,2012,497
01079,2013,412
01079,2014,400
01079,2015,445
01079,2016,557
01079,2017,466
01079,2018,435
01079,2019,448
01079,2020,451
01079,2021,430
01081,1990,5268
01081,1991,5209
01081,1992,5109
01081,1993,5647
01081,1994,5260
01081,1995,5196
01081,1996,5690
01081,1997,6030
01081,1998,6170
01081,1999,6317
01081,2000,6377
01081,2001,6188
01081,2002,6012
01081,2003,6283
01081,2004,6262
01081,2005,6740
01081,2006,6852
01081,2007,7520
01081,2008,7232
01081,2009,7157
01081,2010,7278
01081,2011,3133
01081,2012,3189
01081,2013,2969
01081,2014,1826
01081,2015,2510
01081,2016,3063
01081,2017,2730
01081,2018,2366
01081,2019,2528
01081,2020,2539
01081,2021,2498
01083,1990,2025
01083,1991,2162
01083,1992,2353
01083,1993,2496
01083,1994,2548
01083,1995,2418
01083,1996,2449
01083,1997,2450
01083,1998,2760
01083,1999,2668
01083,2000,2522
01083,2001,2674
01083,2002,2770
01083,2003,2699
01083,2004,2567
01083,2005,2707
01083,2006,2793
01083,2007,3059
01083,2008,3003
01083,2009,3235
01083,2010,3525
01083,2011,1354
01083,2012,1142
01083,2013,1103
01083,2014,845
01083,2015,1136
01083,2016,1641
01083,2017,1287
01083,2018,1300
01083,2019,1504
01083,2020,1602
01083,2021,1626
01085,1990,655
01085,1991,654
01085,1992,660
01085,1993,634
01085,1994,648
01085,1995,754
01085,1996,745
01085,1997,569
01085,1998,620
01085,1999,650
01085,2000,675
01085,2001,607
01085,2002,666
01085,2003,743
01085,2004,649
01085,2005,793
01085,2006,813
01085,2007,813
01085,2008,729
01085,2009,673
01085,2010,769
01085,2011,261
01085,2012,247
01085,2013,220
01085,2014,172
01085,2015,137
01085,2016,208
01085,2017,192
01085,2018,173
01085,2019,162
01085,2020,198
01085,2021,117
01087,1990,1122
01087,1991,1077
01087,1992,1096
01087,1993,1168
01087,1994,1067
01087,1995,1065
01087,1996,1219
01087,1997,1088
01087,1998,1121
01087,1999,1027
01087,2000,990
01087,2001,1010
01087,2002,918
01087,2003,994
01087,2004,1019
01087,2005,1014
01087,2006,1173
01087,2007,1144
01087,2008,1277
01087,2009,1073
01087,2010,1211
01087,2011,461
01087,2012,368
01087,2013,287
01087,2014,232
01087,2015,206
01087,2016,316
01087,2017,250
01087,2018,235
01087,2019,222
01087,2020,298
01087,2021,272
01089,1990,12298
01089,1991,11291
01089,1992,12216
01089,1993,13444
01089,1994,13835
01089,1995,12444
01089,1996,12823
01089,1997,12809
01089,1998,12411
01089,1999,11624
01089,2000,11656
01089,2001,10607
01089,2002,10747
01089,2003,10842
01089,2004,11159
01089,2005,11830
01089,2006,11873
01089,2007,12394
01089,2008,12509
01089,2009,12274
01089,2010,13800
01089,2011,5484
01089,2012,5516
01089,2013,4129
01089,2014,2995
01089,2015,4131
01089,2016,6058
01089,2017,4888
01089,2018,4691
01089,2019,5373
01089,2020,6102
01089,2021,6247
01091,1990,916
01091,1991,959
01091,1992,888
01091,1993,1002
01091,1994,1061
01091,1995,951
01091,1996,908
01091,1997,1039
01091,1998,995
01091,1999,910
01091,2000,977
01091,2001,815
01091,2002,911
01091,2003,771
01091,2004,826
01091,2005,876
01091,2006,841
01091,2007,958
01091,2008,845
01091,2009,783
01091,2010,881
01091,2011,278
01091,2012,237
01091,2013,168
01091,2014,133
01091,2015,151
01091,2016,154
01091,2017,119
01091,2018,152
01091,2019,119
01091,2020,145
01091,2021,102
01093,1990,1139
01093,1991,1004
01093,1992,990
01093,1993,1022
01093,1994,1046
01093,1995,1033
01093,1996,1291
01093,1997,1158
01093,1998,1154
01093,1999,1086
01093,2000,1135
01093,2001,1059
01093,2002,926
01093,2003,917
01093,2004,1019
01093,2005,1040
01093,2006,1049
01093,2007,1155
01093,2008,1181
01093,2009,954
01093,2010,952
01093,2011,325
01093,2012,395
01093,2013,252
01093,2014,243
01093,2015,288
01093,2016,385
01093,2017,315
01093,2018,225
01093,2019,278
01093,2020,288
01093,2021,285
01095,1990,3012
01095,1991,2819
01095,1992,2836
01095,1993,3292
01095,1994,3317
01095,1995,3382
01095,1996,4629
01095,1997,5215
01095,1998,4190
01095,1999,4040
01095,2000,4006
01095,2001,3400
01095,2002,3502
01095,2003,3604
01095,2004,3430
01095,2005,3543
01095,2006,3502
01095,2007,3751
01095,2008,3642
01095,2009,4004
01095,2010,3840
01095,2011,1447
01095,2012,1423
01095,2013,1184
01095,2014,1013
01095,2015,1123
01095,2016,1524
01095,2017,1198
01095,2018,1222
01095,2019,1369
01095,2020,1311
01095,2021,1282
01097,1990,12473
01097,1991,11750
01097,1992,12434
01097,1993,12711
01097,1994,12996
01097,1995,12235
01097,1996,12142
01097,1997,12459
01097,1998,12534
01097,1999,12389
01097,2000,12048
01097,2001,12290
01097,2002,11232
01097,2003,11072
01097,2004,10879
01097,2005,11371
01097,2006,11508
01097,2007,11608
01097,2008,11466
01097,2009,11241
01097,2010,12033
01097,2011,4832
01097,2012,4525
01097,2013,3512
01097,2014,2541
01097,2015,3298
01097,2016,4472
01097,2017,3425
01097,2018,3192
01097,2019,3361
01097,2020,3669
01097,2021,3473
01099,1990,1340
01099,1991,879
01099,1992,950
01099,1993,889
01099,1994,920
01099,1995,1383
01099,1996,1068
01099,1997,1065
01099,1998,887
01099,1999,942
01099,2000,916
01099,2001,858
01099,2002,782
01099,2003,774
01099,2004,797
01099,2005,876
01099,2006,872
01099,2007,911
01099,2008,836
01099,2009,822
01099,2010,800
01099,2011,224
01099,2012,218
01099,2013,187
01099,2014,123
01099,2015,122
01099,2016,158
01099,2017,125
01099,2018,134
01099,2019,124
01099,2020,111
01099,2021,171
01101,1990,12051
01101,1991,11623
01101,1992,12571
01101,1993,12869
01101,1994,13310
01101,1995,13011
01101,1996,12964
01101,1997,12666
01101,1998,13565
01101,1999,13002
01101,2000,12369
01101,2001,12084
01101,2002,12136
01101,2003,11999
01101,2004,12144
01101,2005,12368
01101,2006,13130
01101,2007,14424
01101,2008,12951
01101,2009,12120
01101,2010,12754
01101,2011,5256
01101,2012,4702
01101,2013,3604
01101,2014,2521
01101,2015,3208
01101,2016,4274
01101,2017,3307
01101,2018,3275
01101,2019,3650
01101,2020,3525
01101,2021,3448
01103,1990,4551
01103,1991,4620
01103,1992,4798
01103,1993,5145
01103,1994,5052
01103,1995,4984
01103,1996,5010
01103,1997,4958
01103,1998,5196
01103,1999,4995
01103,2000,4855
01103,2001,4871
01103,2002,4352
